"ONTOLOGY" "Term" "N" "DE" "P.DE" "FDR"
"GO:0090288" "BP" "negative regulation of cellular response to growth factor stimulus" 114 79 0.00502187473416129 0.108746239444928
"GO:1902337" "BP" "regulation of apoptotic process involved in morphogenesis" 12 12 0.0050448152490934 0.109138265849035
"GO:0098703" "BP" "calcium ion import across plasma membrane" 52 40 0.00509964336224736 0.11014850469016
"GO:0030308" "BP" "negative regulation of cell growth" 178 124 0.00510127581108034 0.11014850469016
"GO:0008219" "BP" "cell death" 1916 1134 0.00511059669571865 0.11024426753556
"GO:0045747" "BP" "positive regulation of Notch signaling pathway" 46 36 0.00513012884319913 0.110559911382947
"GO:1902905" "BP" "positive regulation of supramolecular fiber organization" 173 119 0.00514328936781922 0.110737768411711
"GO:1901016" "BP" "regulation of potassium ion transmembrane transporter activity" 54 39 0.00515748468177132 0.110937544670627
"GO:0062012" "BP" "regulation of small molecule metabolic process" 321 204 0.00522788611058654 0.11223788981853
"GO:0010718" "BP" "positive regulation of epithelial to mesenchymal transition" 57 44 0.00523350077593663 0.112251626908968
"GO:0021514" "BP" "ventral spinal cord interneuron differentiation" 13 13 0.00524909327061487 0.112312754933438
"GO:0007156" "BP" "homophilic cell adhesion via plasma membrane adhesion molecules" 159 105 0.00531632484528699 0.113488698021812
"GO:0061098" "BP" "positive regulation of protein tyrosine kinase activity" 28 23 0.00534463988579248 0.113985306600209
"GO:1904063" "BP" "negative regulation of cation transmembrane transport" 87 59 0.00535690809490215 0.114139069172212
"GO:2001257" "BP" "regulation of cation channel activity" 114 77 0.00537609828750905 0.114418903712135
"GO:0071875" "BP" "adrenergic receptor signaling pathway" 32 25 0.00538018333799751 0.114418903712135
"GO:1903305" "BP" "regulation of regulated secretory pathway" 117 82 0.00539782097760279 0.114685906345225
"GO:0120192" "BP" "tight junction assembly" 70 50 0.00542633918624095 0.115099705489893
"GO:0003407" "BP" "neural retina development" 78 58 0.0054274989647778 0.115099705489893
"GO:0035249" "BP" "synaptic transmission, glutamatergic" 105 77 0.00543686595500855 0.115190087707806
"GO:0051590" "BP" "positive regulation of neurotransmitter transport" 23 20 0.00545217400602602 0.115406054664138
"GO:0042554" "BP" "superoxide anion generation" 36 28 0.00546511794431476 0.115571622582491
"GO:0007158" "BP" "neuron cell-cell adhesion" 13 13 0.00549313316736977 0.116055296618475
"GO:0071674" "BP" "mononuclear cell migration" 191 119 0.00549856137837991 0.116061308645243
"GO:0051954" "BP" "positive regulation of amine transport" 39 31 0.00551324602691667 0.116246216024771
"GO:0015698" "BP" "inorganic anion transport" 159 107 0.00551762530413621 0.116246216024771
"GO:0021954" "BP" "central nervous system neuron development" 85 64 0.00554718829110327 0.116760034142215
"GO:0061101" "BP" "neuroendocrine cell differentiation" 16 15 0.00561361374325462 0.11804807129804
"GO:0010464" "BP" "regulation of mesenchymal cell proliferation" 32 28 0.0056592923091792 0.118897832089683
"GO:0008543" "BP" "fibroblast growth factor receptor signaling pathway" 80 59 0.0056800380302524 0.119222677315921
"GO:0008625" "BP" "extrinsic apoptotic signaling pathway via death domain receptors" 82 60 0.00571576069494816 0.119860989145735
"GO:0021517" "BP" "ventral spinal cord development" 45 37 0.00574690207403034 0.12039216463271
"GO:0044706" "BP" "multi-multicellular organism process" 194 125 0.00575176180969959 0.12039216463271
"GO:0003071" "BP" "renal system process involved in regulation of systemic arterial blood pressure" 22 18 0.0057714801385024 0.120692935908404
"GO:0120193" "BP" "tight junction organization" 76 54 0.005822909645401 0.12154313898134
"GO:0072077" "BP" "renal vesicle morphogenesis" 17 16 0.00583986743035145 0.121784444268438
"GO:0015718" "BP" "monocarboxylic acid transport" 172 106 0.00587922002755026 0.122357148284422
"GO:0099565" "BP" "chemical synaptic transmission, postsynaptic" 111 80 0.00588359802732662 0.122357148284422
"GO:0048523" "BP" "negative regulation of cellular process" 5018 2867 0.00593115693384027 0.123232619756144
"GO:0002232" "BP" "leukocyte chemotaxis involved in inflammatory response" 8 8 0.00597956589442112 0.124010041214814
"GO:0038084" "BP" "vascular endothelial growth factor signaling pathway" 46 36 0.00607635198681369 0.125901566786468
"GO:0002040" "BP" "sprouting angiogenesis" 176 110 0.0061721521773848 0.127633291927035
"GO:0009584" "BP" "detection of visible light" 46 34 0.00617689925475635 0.127633291927035
"GO:0055078" "BP" "sodium ion homeostasis" 46 34 0.00618327862718448 0.127648214953148
"GO:0006955" "BP" "immune response" 1589 880 0.00623028366943496 0.128266533501031
"GO:0061041" "BP" "regulation of wound healing" 129 87 0.00627268960438676 0.12902184889096
"GO:0008361" "BP" "regulation of cell size" 174 123 0.0062909799530132 0.12904044073681
"GO:0010557" "BP" "positive regulation of macromolecule biosynthetic process" 2451 1459 0.00629646894394733 0.12904044073681
"GO:0002673" "BP" "regulation of acute inflammatory response" 47 33 0.00632633187905855 0.129417364024549
"GO:0002523" "BP" "leukocyte migration involved in inflammatory response" 19 16 0.00634883007879237 0.129759965487202
"GO:0003203" "BP" "endocardial cushion morphogenesis" 41 33 0.00635773685742001 0.129824411267715
"GO:0048469" "BP" "cell maturation" 190 123 0.00637187741490288 0.129995517169863
"GO:1904141" "BP" "positive regulation of microglial cell migration" 7 7 0.00638531466984943 0.130071011723742
"GO:0050926" "BP" "regulation of positive chemotaxis" 25 21 0.00638957684766563 0.130071011723742
"GO:0060079" "BP" "excitatory postsynaptic potential" 103 75 0.00639776715978243 0.130071011723742
"GO:0010469" "BP" "regulation of signaling receptor activity" 103 73 0.00639863601371005 0.130071011723742
"GO:0001756" "BP" "somitogenesis" 64 48 0.00647155861106664 0.131434967146812
"GO:0003382" "BP" "epithelial cell morphogenesis" 29 25 0.00651554342397448 0.132209282210935
"GO:0071375" "BP" "cellular response to peptide hormone stimulus" 297 193 0.00652140913529084 0.132209412155168
"GO:0021527" "BP" "spinal cord association neuron differentiation" 12 12 0.00654992721818406 0.132668364228999
"GO:0007494" "BP" "midgut development" 10 10 0.00660579608149612 0.133608277737954
"GO:0072207" "BP" "metanephric epithelium development" 29 24 0.00660817399200307 0.133608277737954
"GO:0071869" "BP" "response to catecholamine" 88 63 0.00662871938624576 0.13361711075199
"GO:0071867" "BP" "response to monoamine" 88 63 0.00662871938624576 0.13361711075199
"GO:0006898" "BP" "receptor-mediated endocytosis" 248 161 0.00663007630991676 0.13361711075199
"GO:0032098" "BP" "regulation of appetite" 19 16 0.00663229764413355 0.13361711075199
"GO:0071805" "BP" "potassium ion transmembrane transport" 209 141 0.00665798475310141 0.134014958045477
"GO:2000095" "BP" "regulation of Wnt signaling pathway, planar cell polarity pathway" 15 14 0.00667614092842818 0.134228837211385
"GO:0035137" "BP" "hindlimb morphogenesis" 35 30 0.00668053649587744 0.134228837211385
"GO:0072659" "BP" "protein localization to plasma membrane" 276 183 0.0066864568793475 0.134228837211385
"GO:0060346" "BP" "bone trabecula formation" 10 10 0.00671028620946958 0.134489162578769
"GO:0009893" "BP" "positive regulation of metabolic process" 3567 2092 0.00671275965353367 0.134489162578769
"GO:0048566" "BP" "embryonic digestive tract development" 33 28 0.00675896500940633 0.135203268149153
"GO:0007191" "BP" "adenylate cyclase-activating dopamine receptor signaling pathway" 9 9 0.00677754959879874 0.135415435647607
"GO:0040014" "BP" "regulation of multicellular organism growth" 63 46 0.00678157429009912 0.135415435647607
"GO:0035767" "BP" "endothelial cell chemotaxis" 27 23 0.00680709427666788 0.135804841077572
"GO:2000050" "BP" "regulation of non-canonical Wnt signaling pathway" 25 22 0.00683647318157513 0.136270477799524
"GO:0071294" "BP" "cellular response to zinc ion" 22 17 0.00685500307029193 0.136519231489909
"GO:0002065" "BP" "columnar/cuboidal epithelial cell differentiation" 121 87 0.00689699120141018 0.137113400412881
"GO:0003163" "BP" "sinoatrial node development" 12 12 0.00693749523349817 0.13756734979277
"GO:0051339" "BP" "regulation of lyase activity" 55 41 0.00694118291248427 0.13756734979277
"GO:0060479" "BP" "lung cell differentiation" 28 23 0.006944212524994 0.13756734979277
"GO:0060487" "BP" "lung epithelial cell differentiation" 28 23 0.006944212524994 0.13756734979277
"GO:0098883" "BP" "synapse pruning" 14 13 0.00697160955999066 0.137988945711956
"GO:0035176" "BP" "social behavior" 46 37 0.00699831715870113 0.138396168596786
"GO:0045321" "BP" "leukocyte activation" 905 534 0.00704874664839887 0.139149535760693
"GO:0033280" "BP" "response to vitamin D" 36 28 0.00705960852606997 0.139242138795667
"GO:0043523" "BP" "regulation of neuron apoptotic process" 224 149 0.00713381844905371 0.140582951514802
"GO:0089718" "BP" "amino acid import across plasma membrane" 44 35 0.00726997873762433 0.143141186942195
"GO:0048799" "BP" "animal organ maturation" 30 25 0.00731074769322357 0.143693128005136
"GO:0002697" "BP" "regulation of immune effector process" 364 214 0.00732072844179794 0.143764070113776
"GO:0060914" "BP" "heart formation" 33 28 0.00733166050085264 0.143853554383686
"GO:0010595" "BP" "positive regulation of endothelial cell migration" 123 83 0.00734444603992859 0.143979218457818
"GO:0045723" "BP" "positive regulation of fatty acid biosynthetic process" 21 17 0.00735530911060645 0.144067009350455
"GO:0044650" "BP" "adhesion of symbiont to host cell" 8 8 0.00737525258597923 0.14433234982657
"GO:0002062" "BP" "chondrocyte differentiation" 113 83 0.00738383888916516 0.144375165247073
"GO:0050790" "BP" "regulation of catalytic activity" 1409 838 0.00739708595059699 0.144508958778589
"GO:0015755" "BP" "fructose transmembrane transport" 9 9 0.00741460338681595 0.144725874411864
"GO:0042659" "BP" "regulation of cell fate specification" 24 21 0.00745616749286197 0.145411377103662
"GO:1901652" "BP" "response to peptide" 493 308 0.00747612362939233 0.145674657662874
"GO:0001736" "BP" "establishment of planar polarity" 67 51 0.00751848642316976 0.146163330955214
"GO:0007164" "BP" "establishment of tissue polarity" 67 51 0.00751848642316976 0.146163330955214
"GO:0002052" "BP" "positive regulation of neuroblast proliferation" 37 30 0.00752576784578746 0.146163330955214
"GO:0014046" "BP" "dopamine secretion" 41 33 0.00752711356895758 0.146163330955214
"GO:0002275" "BP" "myeloid cell activation involved in immune response" 93 61 0.00753899564758222 0.14626818382807
"GO:0003310" "BP" "pancreatic A cell differentiation" 11 11 0.00754674298269442 0.146292705035667
"GO:0098801" "BP" "regulation of renal system process" 21 18 0.00764810518427834 0.148003297922861
"GO:0044344" "BP" "cellular response to fibroblast growth factor stimulus" 109 77 0.00765470825487705 0.148004144869791
"GO:0048844" "BP" "artery morphogenesis" 80 59 0.00775792051799649 0.149782167931293
"GO:0043500" "BP" "muscle adaptation" 117 78 0.00775994302037233 0.149782167931293
"GO:0086065" "BP" "cell communication involved in cardiac conduction" 56 43 0.00778811094613802 0.150192527406308
"GO:1902287" "BP" "semaphorin-plexin signaling pathway involved in axon guidance" 12 12 0.00780115668647128 0.150192527406308
"GO:0006970" "BP" "response to osmotic stress" 78 57 0.00781412985177727 0.150192527406308
"GO:0062237" "BP" "protein localization to postsynapse" 40 32 0.00783048548892691 0.150192527406308
"GO:1903539" "BP" "protein localization to postsynaptic membrane" 40 32 0.00783048548892691 0.150192527406308
"GO:0071692" "BP" "protein localization to extracellular region" 361 228 0.00783220359300638 0.150192527406308
"GO:0045445" "BP" "myoblast differentiation" 109 77 0.00783956332578268 0.150192527406308
"GO:0007186" "BP" "G protein-coupled receptor signaling pathway" 1110 574 0.00784316122098494 0.150192527406308
"GO:0060512" "BP" "prostate gland morphogenesis" 27 23 0.00786222404077134 0.15021441427262
"GO:0033604" "BP" "negative regulation of catecholamine secretion" 13 12 0.00791435541824365 0.151082500556049
"GO:0023019" "BP" "signal transduction involved in regulation of gene expression" 22 19 0.00801105727782201 0.152643345311258
"GO:0030574" "BP" "collagen catabolic process" 44 32 0.00801641394229042 0.152643345311258
"GO:0034109" "BP" "homotypic cell-cell adhesion" 92 65 0.0080561436071535 0.153237610193387
"GO:0046928" "BP" "regulation of neurotransmitter secretion" 76 56 0.00806120560625555 0.153237610193387
"GO:0050796" "BP" "regulation of insulin secretion" 160 110 0.0080776576878137 0.153421101067196
"GO:0002761" "BP" "regulation of myeloid leukocyte differentiation" 121 81 0.00812620929067064 0.15403987297845
"GO:0019233" "BP" "sensory perception of pain" 75 53 0.00813071657141174 0.15403987297845
"GO:0035136" "BP" "forelimb morphogenesis" 40 33 0.00813779326107896 0.154044603307874
"GO:0062013" "BP" "positive regulation of small molecule metabolic process" 141 95 0.00816799815059599 0.154476330026005
"GO:0030224" "BP" "monocyte differentiation" 34 27 0.0081753671385372 0.154476330026005
"GO:0010634" "BP" "positive regulation of epithelial cell migration" 167 111 0.00827341990679609 0.15595776673095
"GO:0015850" "BP" "organic hydroxy compound transport" 302 188 0.00828188875984616 0.155987093470091
"GO:0030073" "BP" "insulin secretion" 192 130 0.00834120849464845 0.156871391283688
"GO:0051703" "BP" "biological process involved in intraspecies interaction between organisms" 48 38 0.00835285248611276 0.156930694002205
"GO:0030902" "BP" "hindbrain development" 148 105 0.00839932502075911 0.157672520605997
"GO:0060193" "BP" "positive regulation of lipase activity" 59 41 0.00841560326051858 0.157846776367698
"GO:0051966" "BP" "regulation of synaptic transmission, glutamatergic" 75 56 0.00844505164591843 0.158267562573508
"GO:0038096" "BP" "Fc-gamma receptor signaling pathway involved in phagocytosis" 26 22 0.00847796404949065 0.158620879612527
"GO:0002433" "BP" "immune response-regulating cell surface receptor signaling pathway involved in phagocytosis" 26 22 0.00847796404949065 0.158620879612527
"GO:0019933" "BP" "cAMP-mediated signaling" 53 40 0.00849927931504929 0.158887935762032
"GO:0009880" "BP" "embryonic pattern specification" 70 52 0.00851609639734575 0.159070529064329
"GO:0060603" "BP" "mammary gland duct morphogenesis" 28 24 0.00855152189351421 0.159600115802527
