"ONTOLOGY" "Term" "N" "DE" "P.DE" "FDR"
"GO:0061108" "BP" "seminal vesicle epithelium development" 1 0 0.999999999990261 1
"GO:0061110" "BP" "dense core granule biogenesis" 3 0 1 1
"GO:0061113" "BP" "pancreas morphogenesis" 4 1 0.595204390178907 1
"GO:0061114" "BP" "branching involved in pancreas morphogenesis" 1 0 0.999999999954674 1
"GO:0061115" "BP" "lung proximal/distal axis specification" 1 0 0.999999999944395 1
"GO:0061117" "BP" "negative regulation of heart growth" 26 5 0.44269667853247 1
"GO:0061136" "BP" "regulation of proteasomal protein catabolic process" 181 23 0.934149076443377 1
"GO:0061138" "BP" "morphogenesis of a branching epithelium" 181 56 0.00146353701851973 0.164294772566563
"GO:0061140" "BP" "lung secretory cell differentiation" 11 1 0.858461620621838 1
"GO:0061141" "BP" "lung ciliated cell differentiation" 4 2 0.168208114193313 1
"GO:0061143" "BP" "alveolar primary septum development" 1 1 0.225740038790142 1
"GO:0061144" "BP" "alveolar secondary septum development" 2 2 0.0385673148358378 0.909334265366609
"GO:0061145" "BP" "lung smooth muscle development" 2 0 1 1
"GO:0061146" "BP" "Peyer's patch morphogenesis" 3 1 0.504937874194861 1
"GO:0061152" "BP" "trachea submucosa development" 1 1 0.242921939718 1
"GO:0061153" "BP" "trachea gland development" 1 1 0.242921939718 1
"GO:0061154" "BP" "endothelial tube morphogenesis" 17 5 0.299171412084351 1
"GO:0061156" "BP" "pulmonary artery morphogenesis" 6 2 0.377444694561646 1
"GO:0061157" "BP" "mRNA destabilization" 154 16 0.811598248914458 1
"GO:0061158" "BP" "3'-UTR-mediated mRNA destabilization" 19 5 0.294441893854621 1
"GO:0061159" "BP" "establishment of bipolar cell polarity involved in cell morphogenesis" 2 0 1 1
"GO:0061162" "BP" "establishment of monopolar cell polarity" 22 4 0.648932964811316 1
"GO:0061163" "BP" "endoplasmic reticulum polarization" 1 0 0.999999999968745 1
"GO:0061168" "BP" "regulation of hair follicle placode formation" 1 0 0.999999999990747 1
"GO:0061170" "BP" "negative regulation of hair follicle placode formation" 1 0 0.999999999990747 1
"GO:0061171" "BP" "establishment of bipolar cell polarity" 3 0 1 1
"GO:0061172" "BP" "regulation of establishment of bipolar cell polarity" 1 0 0.999999999974125 1
"GO:0061178" "BP" "regulation of insulin secretion involved in cellular response to glucose stimulus" 51 9 0.651584444182985 1
"GO:0061179" "BP" "negative regulation of insulin secretion involved in cellular response to glucose stimulus" 9 2 0.399978018177088 1
"GO:0061180" "BP" "mammary gland epithelium development" 65 13 0.690607513528212 1
"GO:0061181" "BP" "regulation of chondrocyte development" 6 1 0.827513214356732 1
"GO:0061182" "BP" "negative regulation of chondrocyte development" 3 1 0.569221688071472 1
"GO:0061183" "BP" "regulation of dermatome development" 4 3 0.0662557034009865 1
"GO:0061184" "BP" "positive regulation of dermatome development" 3 2 0.176134838266589 1
"GO:0061185" "BP" "negative regulation of dermatome development" 1 1 0.299112887684953 1
"GO:0061187" "BP" "regulation of rDNA heterochromatin formation" 1 0 1.00000000001699 1
"GO:0061188" "BP" "negative regulation of rDNA heterochromatin formation" 1 0 1.00000000001699 1
"GO:0061189" "BP" "positive regulation of sclerotome development" 1 0 0.999999999987301 1
"GO:0061190" "BP" "regulation of sclerotome development" 1 0 0.999999999987301 1
"GO:0061193" "BP" "taste bud development" 1 0 0.999999999939539 1
"GO:0061196" "BP" "fungiform papilla development" 6 3 0.0825653215735521 1
"GO:0061197" "BP" "fungiform papilla morphogenesis" 5 2 0.24441449756648 1
"GO:0061198" "BP" "fungiform papilla formation" 3 1 0.408585805245956 1
"GO:0061205" "BP" "paramesonephric duct development" 4 2 0.232286461474593 1
"GO:0061206" "BP" "mesonephros morphogenesis" 1 0 0.999999999973783 1
"GO:0061209" "BP" "cell proliferation involved in mesonephros development" 2 1 0.402837999820967 1
"GO:0061215" "BP" "mesonephric nephron development" 1 0 0.999999999973783 1
"GO:0061217" "BP" "regulation of mesonephros development" 5 2 0.406044787312432 1
"GO:0061218" "BP" "negative regulation of mesonephros development" 1 0 0.999999999973783 1
"GO:0061227" "BP" "pattern specification involved in mesonephros development" 1 0 0.9999999999853 1
"GO:0061228" "BP" "mesonephric nephron morphogenesis" 1 0 0.999999999973783 1
"GO:0061235" "BP" "mesenchymal stem cell maintenance involved in mesonephric nephron morphogenesis" 1 0 0.999999999973783 1
"GO:0061245" "BP" "establishment or maintenance of bipolar cell polarity" 53 9 0.761425760830046 1
"GO:0061289" "BP" "Wnt signaling pathway involved in kidney development" 2 1 0.476905625805467 1
"GO:0061290" "BP" "canonical Wnt signaling pathway involved in metanephric kidney development" 2 1 0.476905625805467 1
"GO:0061295" "BP" "regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis" 1 0 0.999999999973783 1
"GO:0061296" "BP" "negative regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis" 1 0 0.999999999973783 1
"GO:0061298" "BP" "retina vasculature development in camera-type eye" 18 6 0.147717984961064 1
"GO:0061299" "BP" "retina vasculature morphogenesis in camera-type eye" 9 4 0.134906371655286 1
"GO:0061300" "BP" "cerebellum vasculature development" 2 0 1 1
"GO:0061301" "BP" "cerebellum vasculature morphogenesis" 1 0 0.999999999968126 1
"GO:0061302" "BP" "smooth muscle cell-matrix adhesion" 6 3 0.0437498102161876 0.937835019453518
"GO:0061303" "BP" "cornea development in camera-type eye" 12 3 0.429327040593363 1
"GO:0061304" "BP" "retinal blood vessel morphogenesis" 5 2 0.413934018498389 1
"GO:0061307" "BP" "cardiac neural crest cell differentiation involved in heart development" 15 7 0.0240474336076915 0.762087488657235
"GO:0061308" "BP" "cardiac neural crest cell development involved in heart development" 15 7 0.0240474336076915 0.762087488657235
"GO:0061309" "BP" "cardiac neural crest cell development involved in outflow tract morphogenesis" 12 7 0.00604429307790115 0.396463456423725
"GO:0061311" "BP" "cell surface receptor signaling pathway involved in heart development" 26 6 0.348510186018111 1
"GO:0061314" "BP" "Notch signaling involved in heart development" 11 2 0.640010328300215 1
"GO:0061316" "BP" "canonical Wnt signaling pathway involved in heart development" 6 1 0.678274390136758 1
"GO:0061317" "BP" "canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment" 5 1 0.625269901876799 1
"GO:0061318" "BP" "renal filtration cell differentiation" 20 7 0.103401173511081 1
"GO:0061323" "BP" "cell proliferation involved in heart morphogenesis" 18 6 0.161553790830247 1
"GO:0061324" "BP" "canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation" 1 0 0.99999999993407 1
"GO:0061325" "BP" "cell proliferation involved in outflow tract morphogenesis" 3 2 0.129839454700715 1
"GO:0061326" "BP" "renal tubule development" 99 30 0.0262934393222434 0.791046886489467
"GO:0061333" "BP" "renal tubule morphogenesis" 77 26 0.0139222474262774 0.60411844408947
"GO:0061337" "BP" "cardiac conduction" 93 31 0.0011383527772305 0.135903661721846
"GO:0061339" "BP" "establishment or maintenance of monopolar cell polarity" 23 5 0.488982597862059 1
"GO:0061341" "BP" "non-canonical Wnt signaling pathway involved in heart development" 1 0 0.999999999982562 1
"GO:0061343" "BP" "cell adhesion involved in heart morphogenesis" 6 1 0.809330450640291 1
"GO:0061346" "BP" "planar cell polarity pathway involved in heart morphogenesis" 1 0 0.999999999982562 1
"GO:0061347" "BP" "planar cell polarity pathway involved in outflow tract morphogenesis" 1 0 0.999999999982562 1
"GO:0061348" "BP" "planar cell polarity pathway involved in ventricular septum morphogenesis" 1 0 0.999999999982562 1
"GO:0061349" "BP" "planar cell polarity pathway involved in cardiac right atrium morphogenesis" 1 0 0.999999999982562 1
"GO:0061350" "BP" "planar cell polarity pathway involved in cardiac muscle tissue morphogenesis" 1 0 0.999999999982562 1
"GO:0061351" "BP" "neural precursor cell proliferation" 161 40 0.0599790985455877 1
"GO:0061354" "BP" "planar cell polarity pathway involved in pericardium morphogenesis" 1 0 0.999999999982562 1
"GO:0061355" "BP" "Wnt protein secretion" 5 0 1 1
"GO:0061356" "BP" "regulation of Wnt protein secretion" 5 0 1 1
"GO:0061357" "BP" "positive regulation of Wnt protein secretion" 4 0 1 1
"GO:0061358" "BP" "negative regulation of Wnt protein secretion" 1 0 0.999999999997252 1
"GO:0061360" "BP" "optic chiasma development" 1 1 0.302217375046378 1
"GO:0061364" "BP" "apoptotic process involved in luteolysis" 3 1 0.62304316695256 1
"GO:0061365" "BP" "positive regulation of triglyceride lipase activity" 9 2 0.245450558098578 1
"GO:0061366" "BP" "behavioral response to chemical pain" 3 1 0.500095457481553 1
"GO:0061367" "BP" "behavioral response to acetic acid induced pain" 2 0 1 1
"GO:0061368" "BP" "behavioral response to formalin induced pain" 3 1 0.500095457481553 1
"GO:0061369" "BP" "negative regulation of testicular blood vessel morphogenesis" 1 0 0.999999999985259 1
"GO:0061370" "BP" "testosterone biosynthetic process" 11 0 1 1
"GO:0061371" "BP" "determination of heart left/right asymmetry" 69 23 0.00369218517068377 0.307418694432873
"GO:0061373" "BP" "mammillary axonal complex development" 1 0 0.999999999967712 1
"GO:0061374" "BP" "mammillothalamic axonal tract development" 1 0 0.999999999967712 1
"GO:0061377" "BP" "mammary gland lobule development" 19 7 0.0761628945968627 1
"GO:0061378" "BP" "corpora quadrigemina development" 2 1 0.374711901482186 1
"GO:0061379" "BP" "inferior colliculus development" 2 1 0.374711901482186 1
"GO:0061381" "BP" "cell migration in diencephalon" 1 0 0.999999999967712 1
"GO:0061383" "BP" "trabecula morphogenesis" 47 9 0.569634233086714 1
"GO:0061384" "BP" "heart trabecula morphogenesis" 32 7 0.415704435056584 1
"GO:0061386" "BP" "closure of optic fissure" 2 0 1 1
"GO:0061387" "BP" "regulation of extent of cell growth" 100 26 0.197084789228163 1
"GO:0061402" "BP" "positive regulation of transcription from RNA polymerase II promoter in response to acidic pH" 2 1 0.217252235145558 1
"GO:0061418" "BP" "regulation of transcription from RNA polymerase II promoter in response to hypoxia" 10 0 1 1
"GO:0061419" "BP" "positive regulation of transcription from RNA polymerase II promoter in response to hypoxia" 5 0 1 1
"GO:0061428" "BP" "negative regulation of transcription from RNA polymerase II promoter in response to hypoxia" 3 0 1 1
"GO:0061430" "BP" "bone trabecula morphogenesis" 13 2 0.784248218926324 1
"GO:0061431" "BP" "cellular response to methionine" 1 0 0.999999999969648 1
"GO:0061433" "BP" "cellular response to caloric restriction" 1 0 0.999999999961532 1
"GO:0061436" "BP" "establishment of skin barrier" 33 9 0.0666964603733339 1
"GO:0061437" "BP" "renal system vasculature development" 31 9 0.167967968866137 1
"GO:0061438" "BP" "renal system vasculature morphogenesis" 8 1 0.868129837503839 1
"GO:0061439" "BP" "kidney vasculature morphogenesis" 8 1 0.868129837503839 1
"GO:0061440" "BP" "kidney vasculature development" 31 9 0.167967968866137 1
"GO:0061441" "BP" "renal artery morphogenesis" 2 0 1 1
"GO:0061443" "BP" "endocardial cushion cell differentiation" 2 1 0.368299944623946 1
"GO:0061444" "BP" "endocardial cushion cell development" 1 1 0.22003521904706 1
"GO:0061445" "BP" "endocardial cushion cell fate commitment" 1 0 0.999999999979271 1
"GO:0061448" "BP" "connective tissue development" 277 81 5.73173033764071e-05 0.0163709827010791
"GO:0061450" "BP" "trophoblast cell migration" 15 4 0.249883586360756 1
"GO:0061451" "BP" "retrotrapezoid nucleus development" 1 0 0.999999999963895 1
"GO:0061452" "BP" "retrotrapezoid nucleus neuron differentiation" 1 0 0.999999999963895 1
"GO:0061458" "BP" "reproductive system development" 288 60 0.0843173984672102 1
"GO:0061462" "BP" "protein localization to lysosome" 57 7 0.884954583046282 1
"GO:0061469" "BP" "regulation of type B pancreatic cell proliferation" 13 4 0.320429846923115 1
"GO:0061470" "BP" "T follicular helper cell differentiation" 7 2 0.253545084984132 1
"GO:0061481" "BP" "response to TNF agonist" 1 0 0.999999999967174 1
"GO:0061484" "BP" "hematopoietic stem cell homeostasis" 21 6 0.138931772719905 1
"GO:0061485" "BP" "memory T cell proliferation" 1 0 0.999999999937921 1
"GO:0061502" "BP" "early endosome to recycling endosome transport" 6 0 1 1
"GO:0061511" "BP" "centriole elongation" 8 0 1 1
"GO:0061512" "BP" "protein localization to cilium" 69 7 0.91902610391587 1
"GO:0061514" "BP" "interleukin-34-mediated signaling pathway" 1 0 0.999999999928285 1
"GO:0061515" "BP" "myeloid cell development" 80 10 0.912849686734665 1
"GO:0061517" "BP" "macrophage proliferation" 12 1 0.83932796201873 1
"GO:0061518" "BP" "microglial cell proliferation" 8 1 0.677246523143212 1
"GO:0061519" "BP" "macrophage homeostasis" 3 0 1 1
"GO:0061520" "BP" "Langerhans cell differentiation" 3 1 0.40546691597127 1
"GO:0061523" "BP" "cilium disassembly" 5 2 0.26830018068616 1
"GO:0061525" "BP" "hindgut development" 8 2 0.578759447471632 1
"GO:0061526" "BP" "acetylcholine secretion" 5 1 0.640843537631034 1
"GO:0061528" "BP" "aspartate secretion" 2 0 1 1
"GO:0061534" "BP" "gamma-aminobutyric acid secretion, neurotransmission" 1 0 0.999999999972691 1
"GO:0061535" "BP" "glutamate secretion, neurotransmission" 8 0 1 1
"GO:0061548" "BP" "ganglion development" 17 4 0.502512093342449 1
"GO:0061549" "BP" "sympathetic ganglion development" 9 0 1 1
"GO:0061550" "BP" "cranial ganglion development" 5 1 0.742809152111442 1
"GO:0061551" "BP" "trigeminal ganglion development" 4 1 0.70043356354625 1
"GO:0061552" "BP" "ganglion morphogenesis" 2 0 1 1
"GO:0061564" "BP" "axon development" 478 117 0.0517372584825481 0.981421755588041
"GO:0061572" "BP" "actin filament bundle organization" 158 41 0.0566630915652708 1
"GO:0061573" "BP" "actin filament bundle retrograde transport" 1 0 0.999999999968745 1
"GO:0061577" "BP" "calcium ion transmembrane transport via high voltage-gated calcium channel" 18 4 0.477565271246523 1
"GO:0061580" "BP" "colon epithelial cell migration" 1 0 0.999999999982239 1
"GO:0061582" "BP" "intestinal epithelial cell migration" 2 0 1 1
"GO:0061586" "BP" "positive regulation of transcription by transcription factor localization" 1 1 0.244610819283787 1
"GO:0061588" "BP" "calcium activated phospholipid scrambling" 5 0 1 1
"GO:0061589" "BP" "calcium activated phosphatidylserine scrambling" 3 0 1 1
"GO:0061590" "BP" "calcium activated phosphatidylcholine scrambling" 4 0 1 1
"GO:0061591" "BP" "calcium activated galactosylceramide scrambling" 3 0 1 1
"GO:0061611" "BP" "mannose to fructose-6-phosphate metabolic process" 1 0 0.999999999958088 1
"GO:0061614" "BP" "miRNA transcription" 69 20 0.117506160698926 1
"GO:0061615" "BP" "glycolytic process through fructose-6-phosphate" 22 5 0.469795217986047 1
"GO:0061620" "BP" "glycolytic process through glucose-6-phosphate" 19 4 0.571908398426546 1
"GO:0061621" "BP" "canonical glycolysis" 17 4 0.493020484612102 1
"GO:0061622" "BP" "glycolytic process through glucose-1-phosphate" 2 0 1 1
"GO:0061623" "BP" "glycolytic process from galactose" 1 0 0.999999999961491 1
"GO:0061624" "BP" "fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate" 3 0 1 1
"GO:0061626" "BP" "pharyngeal arch artery morphogenesis" 9 2 0.540953847218517 1
"GO:0061635" "BP" "regulation of protein complex stability" 14 1 0.956009887686048 1
"GO:0061640" "BP" "cytoskeleton-dependent cytokinesis" 113 13 0.933858316062667 1
"GO:0061642" "BP" "chemoattraction of axon" 2 0 1 1
"GO:0061643" "BP" "chemorepulsion of axon" 6 3 0.207238901640234 1
"GO:0061644" "BP" "protein localization to CENP-A containing chromatin" 15 0 1 1
"GO:0061646" "BP" "positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization" 2 0 1 1
"GO:0061647" "BP" "histone H3-K9 modification" 5 0 1 1
"GO:0061668" "BP" "mitochondrial ribosome assembly" 10 0 1 1
"GO:0061669" "BP" "spontaneous neurotransmitter secretion" 8 3 0.304399713776718 1
"GO:0061670" "BP" "evoked neurotransmitter secretion" 1 0 0.999999999968693 1
"GO:0061682" "BP" "seminal vesicle morphogenesis" 1 0 0.999999999977177 1
"GO:0061684" "BP" "chaperone-mediated autophagy" 14 4 0.237209388708682 1
"GO:0061687" "BP" "detoxification of inorganic compound" 20 7 0.00640791938502251 0.407677471360298
"GO:0061691" "BP" "detoxification of hydrogen peroxide" 3 0 1 1
"GO:0061692" "BP" "cellular detoxification of hydrogen peroxide" 2 0 1 1
"GO:0061698" "BP" "protein deglutarylation" 2 0 1 1
"GO:0061709" "BP" "reticulophagy" 18 2 0.753869090133973 1
"GO:0061713" "BP" "anterior neural tube closure" 3 1 0.419792273211262 1
"GO:0061718" "BP" "glucose catabolic process to pyruvate" 17 4 0.493020484612102 1
"GO:0061723" "BP" "glycophagy" 4 0 1 1
"GO:0061724" "BP" "lipophagy" 7 0 1 1
"GO:0061726" "BP" "mitochondrion disassembly" 89 7 0.996766122636906 1
"GO:0061727" "BP" "methylglyoxal catabolic process to lactate" 4 1 0.593366317176959 1
"GO:0061734" "BP" "parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization" 5 0 1 1
"GO:0061736" "BP" "engulfment of target by autophagosome" 1 0 0.999999999970398 1
"GO:0061737" "BP" "leukotriene signaling pathway" 4 2 0.0266886839504933 0.796567164243042
"GO:0061738" "BP" "late endosomal microautophagy" 3 0 1 1
"GO:0061739" "BP" "protein lipidation involved in autophagosome assembly" 1 0 0.999999999968791 1
"GO:0061740" "BP" "protein targeting to lysosome involved in chaperone-mediated autophagy" 2 1 0.363380610402415 1
"GO:0061743" "BP" "motor learning" 7 2 0.389197108570222 1
"GO:0061744" "BP" "motor behavior" 22 4 0.615377555138246 1
"GO:0061753" "BP" "substrate localization to autophagosome" 3 0 1 1
"GO:0061754" "BP" "negative regulation of circulating fibrinogen levels" 4 1 0.166603535692168 1
"GO:0061756" "BP" "leukocyte adhesion to vascular endothelial cell" 54 11 0.108993489639866 1
"GO:0061757" "BP" "leukocyte adhesion to arterial endothelial cell" 6 1 0.690400658762782 1
"GO:0061760" "BP" "antifungal innate immune response" 19 3 0.317986819045006 1
"GO:0061762" "BP" "CAMKK-AMPK signaling cascade" 9 0 1 1
"GO:0061763" "BP" "multivesicular body-lysosome fusion" 11 1 0.803530265433351 1
"GO:0061764" "BP" "late endosome to lysosome transport via multivesicular body sorting pathway" 2 0 1 1
"GO:0061766" "BP" "positive regulation of lung blood pressure" 2 0 1 1
"GO:0061767" "BP" "negative regulation of lung blood pressure" 1 0 1.00000000000158 1
"GO:0061771" "BP" "response to caloric restriction" 3 1 0.386739831974507 1
"GO:0061772" "BP" "xenobiotic transport across blood-nerve barrier" 1 1 0.127977196648161 1
"GO:0061780" "BP" "mitotic cohesin loading" 1 0 0.999999999938262 1
"GO:0061789" "BP" "dense core granule priming" 3 1 0.384236664618618 1
"GO:0061792" "BP" "secretory granule maturation" 3 1 0.491964292689035 1
"GO:0061795" "BP" "Golgi lumen acidification" 10 0 1 1
"GO:0061817" "BP" "endoplasmic reticulum-plasma membrane tethering" 6 1 0.764259066213041 1
"GO:0061819" "BP" "telomeric DNA-containing double minutes formation" 3 0 1 1
"GO:0061820" "BP" "telomeric D-loop disassembly" 7 0 1 1
"GO:0061824" "BP" "cytosolic ciliogenesis" 1 0 0.999999999975129 1
"GO:0061833" "BP" "protein localization to tricellular tight junction" 3 0 1 1
"GO:0061837" "BP" "neuropeptide processing" 1 0 0.999999999958111 1
"GO:0061842" "BP" "microtubule organizing center localization" 32 3 0.948271899461969 1
"GO:0061844" "BP" "antimicrobial humoral immune response mediated by antimicrobial peptide" 68 4 0.807890969231869 1
"GO:0061847" "BP" "response to cholecystokinin" 2 0 1 1
"GO:0061853" "BP" "regulation of neuroblast migration" 1 0 0.999999999986745 1
"GO:0061855" "BP" "negative regulation of neuroblast migration" 1 0 0.999999999986745 1
"GO:0061857" "BP" "endoplasmic reticulum stress-induced pre-emptive quality control" 2 0 1 1
"GO:0061864" "BP" "basement membrane constituent secretion" 1 0 0.999999999958707 1
"GO:0061865" "BP" "polarized secretion of basement membrane proteins in epithelium" 1 0 0.999999999958707 1
"GO:0061868" "BP" "hepatic stellate cell migration" 2 1 0.463210525871936 1
"GO:0061869" "BP" "regulation of hepatic stellate cell migration" 2 1 0.463210525871936 1
"GO:0061870" "BP" "positive regulation of hepatic stellate cell migration" 2 1 0.463210525871936 1
"GO:0061872" "BP" "hepatic stellate cell contraction" 1 0 0.999999999978865 1
"GO:0061873" "BP" "regulation of hepatic stellate cell contraction" 1 0 0.999999999978865 1
"GO:0061874" "BP" "positive regulation of hepatic stellate cell contraction" 1 0 0.999999999978865 1
"GO:0061880" "BP" "regulation of anterograde axonal transport of mitochondrion" 1 0 0.999999999985275 1
"GO:0061881" "BP" "positive regulation of anterograde axonal transport of mitochondrion" 1 0 0.999999999985275 1
"GO:0061884" "BP" "regulation of mini excitatory postsynaptic potential" 4 1 0.571858152545993 1
"GO:0061885" "BP" "positive regulation of mini excitatory postsynaptic potential" 2 0 1 1
"GO:0061886" "BP" "negative regulation of mini excitatory postsynaptic potential" 2 1 0.337387996554656 1
"GO:0061888" "BP" "regulation of astrocyte activation" 8 3 0.094589709099601 1
"GO:0061889" "BP" "negative regulation of astrocyte activation" 5 1 0.503614227899451 1
"GO:0061890" "BP" "positive regulation of astrocyte activation" 2 1 0.35517573777345 1
"GO:0061900" "BP" "glial cell activation" 57 8 0.625993677364593 1
"GO:0061903" "BP" "positive regulation of 1-phosphatidylinositol-3-kinase activity" 1 1 0.289348987665837 1
"GO:0061909" "BP" "autophagosome-lysosome fusion" 9 1 0.793151850928483 1
"GO:0061910" "BP" "autophagosome-endosome fusion" 1 0 0.999999999974757 1
"GO:0061912" "BP" "selective autophagy" 90 8 0.98841878805667 1
"GO:0061919" "BP" "process utilizing autophagic mechanism" 543 72 0.989212154704554 1
"GO:0061921" "BP" "peptidyl-lysine propionylation" 1 0 0.999999999966246 1
"GO:0061930" "BP" "regulation of erythrocyte enucleation" 1 0 0.999999999964813 1
"GO:0061931" "BP" "positive regulation of erythrocyte enucleation" 1 0 0.999999999964813 1
"GO:0061938" "BP" "protein localization to somatodendritic compartment" 1 0 0.999999999971637 1
"GO:0061939" "BP" "c-di-GMP signaling" 2 0 1 1
"GO:0061944" "BP" "negative regulation of protein K48-linked ubiquitination" 2 0 1 1
"GO:0061945" "BP" "regulation of protein K48-linked ubiquitination" 6 1 0.672897796973389 1
"GO:0061951" "BP" "establishment of protein localization to plasma membrane" 60 8 0.778144484668233 1
"GO:0061952" "BP" "midbody abscission" 17 2 0.703140235689301 1
"GO:0061956" "BP" "penetration of cumulus oophorus" 1 0 0.999999999930243 1
"GO:0061966" "BP" "establishment of left/right asymmetry" 6 1 0.482552444332574 1
"GO:0061973" "BP" "membrane bone morphogenesis" 1 1 0.306804434933691 1
"GO:0061974" "BP" "perichondral bone morphogenesis" 1 1 0.306804434933691 1
"GO:0061975" "BP" "articular cartilage development" 5 0 1 1
"GO:0061982" "BP" "meiosis I cell cycle process" 129 17 0.590237122303238 1
"GO:0061983" "BP" "meiosis II cell cycle process" 1 0 0.999999999985466 1
"GO:0061986" "BP" "negative regulation of transcription by glucose" 1 1 0.197067676106667 1
"GO:0061987" "BP" "negative regulation of transcription from RNA polymerase II promoter by glucose" 1 1 0.197067676106667 1
"GO:0061999" "BP" "regulation of cardiac endothelial to mesenchymal transition" 1 0 0.999999999982068 1
"GO:0062000" "BP" "positive regulation of cardiac endothelial to mesenchymal transition" 1 0 0.999999999982068 1
"GO:0062009" "BP" "secondary palate development" 26 8 0.183231379398506 1
"GO:0062012" "BP" "regulation of small molecule metabolic process" 321 69 0.0157320573190664 0.645414802449846
"GO:0062013" "BP" "positive regulation of small molecule metabolic process" 141 34 0.0234668502419722 0.76045858214649
"GO:0062014" "BP" "negative regulation of small molecule metabolic process" 108 18 0.490765720359001 1
"GO:0062025" "BP" "regulation of SCF-dependent proteasomal ubiquitin-dependent protein catabolic process" 1 0 0.999999999969079 1
"GO:0062026" "BP" "negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process" 1 0 0.999999999969079 1
"GO:0062028" "BP" "regulation of stress granule assembly" 8 0 1 1
"GO:0062029" "BP" "positive regulation of stress granule assembly" 4 0 1 1
"GO:0062030" "BP" "negative regulation of stress granule assembly" 2 0 1 1
"GO:0062033" "BP" "positive regulation of mitotic sister chromatid segregation" 6 0 1 1
"GO:0062035" "BP" "sensory perception of cold stimulus" 1 1 0.296155290488156 1
"GO:0062036" "BP" "sensory perception of hot stimulus" 1 0 0.999999999978484 1
"GO:0062042" "BP" "regulation of cardiac epithelial to mesenchymal transition" 10 4 0.122220094495009 1
"GO:0062043" "BP" "positive regulation of cardiac epithelial to mesenchymal transition" 9 4 0.101269166840067 1
"GO:0062044" "BP" "negative regulation of cardiac epithelial to mesenchymal transition" 2 0 1 1
"GO:0062094" "BP" "stomach development" 5 4 0.0142587816635735 0.612828856108329
"GO:0062098" "BP" "regulation of programmed necrotic cell death" 36 4 0.760675499712042 1
"GO:0062099" "BP" "negative regulation of programmed necrotic cell death" 21 2 0.772762680323472 1
"GO:0062100" "BP" "positive regulation of programmed necrotic cell death" 10 2 0.288089366407106 1
"GO:0062111" "BP" "zinc ion import into organelle" 9 2 0.372638378428748 1
"GO:0062112" "BP" "fatty acid primary amide biosynthetic process" 1 0 0.999999999981959 1
"GO:0062125" "BP" "regulation of mitochondrial gene expression" 30 0 1 1
"GO:0062126" "BP" "fatty acid primary amide metabolic process" 1 0 0.999999999981959 1
"GO:0062149" "BP" "detection of stimulus involved in sensory perception of pain" 25 8 0.102429739228001 1
"GO:0062170" "BP" "lutein metabolic process" 1 0 0.999999999946847 1
"GO:0062172" "BP" "lutein catabolic process" 1 0 0.999999999946847 1
"GO:0062173" "BP" "brexanolone metabolic process" 1 0 0.999999999947323 1
"GO:0062175" "BP" "brexanolone catabolic process" 1 0 0.999999999947323 1
"GO:0062176" "BP" "R-loop processing" 6 0 1 1
"GO:0062177" "BP" "radial spoke assembly" 2 1 0.230285628690935 1
"GO:0062196" "BP" "regulation of lysosome size" 7 1 0.682230521935544 1
"GO:0062197" "BP" "cellular response to chemical stress" 305 52 0.567651758891058 1
"GO:0062207" "BP" "regulation of pattern recognition receptor signaling pathway" 134 23 0.369082328430684 1
"GO:0062208" "BP" "positive regulation of pattern recognition receptor signaling pathway" 59 9 0.582779670645932 1
"GO:0062232" "BP" "prostanoid catabolic process" 3 0 1 1
"GO:0062234" "BP" "platelet activating factor catabolic process" 2 0 1 1
"GO:0062237" "BP" "protein localization to postsynapse" 40 9 0.398940442335655 1
"GO:0065001" "BP" "specification of axis polarity" 3 0 1 1
"GO:0065002" "BP" "intracellular protein transmembrane transport" 50 6 0.736822796256007 1
"GO:0065003" "BP" "protein-containing complex assembly" 1500 195 0.999558932690209 1
"GO:0065004" "BP" "protein-DNA complex assembly" 195 17 0.988873409379916 1
"GO:0065005" "BP" "protein-lipid complex assembly" 30 5 0.456197855489786 1
"GO:0065007" "BP" "biological regulation" 11460 1812 0.260006180768271 1
"GO:0065008" "BP" "regulation of biological quality" 2810 518 0.0267733552225863 0.796567164243042
"GO:0065009" "BP" "regulation of molecular function" 2004 366 0.045138091384514 0.951135646557444
"GO:0070050" "BP" "neuron cellular homeostasis" 58 8 0.78879735102069 1
"GO:0070054" "BP" "mRNA splicing, via endonucleolytic cleavage and ligation" 1 1 0.208470595181494 1
"GO:0070059" "BP" "intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress" 62 9 0.784177868341466 1
"GO:0070060" "BP" "'de novo' actin filament nucleation" 1 0 0.999999999939218 1
"GO:0070070" "BP" "proton-transporting V-type ATPase complex assembly" 7 0 1 1
"GO:0070071" "BP" "proton-transporting two-sector ATPase complex assembly" 15 0 1 1
