"ONTOLOGY" "Term" "N" "DE" "P.DE" "FDR"
"GO:0002444" "BP" "myeloid leukocyte mediated immunity" 104 23 0.013982560861192 0.605571023554582
"GO:0002445" "BP" "type II hypersensitivity" 5 1 0.531871097634087 1
"GO:0002446" "BP" "neutrophil mediated immunity" 34 10 0.0129037470113111 0.574280369947189
"GO:0002447" "BP" "eosinophil mediated immunity" 7 2 0.201393825274368 1
"GO:0002448" "BP" "mast cell mediated immunity" 52 12 0.0713936537324232 1
"GO:0002449" "BP" "lymphocyte mediated immunity" 270 44 0.145390504433249 1
"GO:0002450" "BP" "B cell antigen processing and presentation" 2 0 1 1
"GO:0002451" "BP" "peripheral B cell tolerance induction" 1 0 0.999999999982432 1
"GO:0002455" "BP" "humoral immune response mediated by circulating immunoglobulin" 47 8 0.27345271815035 1
"GO:0002456" "BP" "T cell mediated immunity" 117 26 0.0167215596135846 0.663102409702851
"GO:0002457" "BP" "T cell antigen processing and presentation" 4 1 0.557876660222567 1
"GO:0002458" "BP" "peripheral T cell tolerance induction" 1 1 0.268740430008477 1
"GO:0002460" "BP" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 289 50 0.12714011477518 1
"GO:0002461" "BP" "tolerance induction dependent upon immune response" 5 1 0.492769874861721 1
"GO:0002465" "BP" "peripheral tolerance induction" 3 1 0.442031537290316 1
"GO:0002467" "BP" "germinal center formation" 14 3 0.546132914622926 1
"GO:0002468" "BP" "dendritic cell antigen processing and presentation" 14 2 0.57298156054411 1
"GO:0002469" "BP" "myeloid dendritic cell antigen processing and presentation" 2 0 1 1
"GO:0002470" "BP" "plasmacytoid dendritic cell antigen processing and presentation" 1 0 0.99999999998855 1
"GO:0002472" "BP" "macrophage antigen processing and presentation" 1 0 0.999999999959904 1
"GO:0002474" "BP" "antigen processing and presentation of peptide antigen via MHC class I" 36 6 0.531125743540017 1
"GO:0002475" "BP" "antigen processing and presentation via MHC class Ib" 25 6 0.201924437714041 1
"GO:0002476" "BP" "antigen processing and presentation of endogenous peptide antigen via MHC class Ib" 17 5 0.155500502881616 1
"GO:0002477" "BP" "antigen processing and presentation of exogenous peptide antigen via MHC class Ib" 4 2 0.285855235787386 1
"GO:0002478" "BP" "antigen processing and presentation of exogenous peptide antigen" 38 7 0.437071349228198 1
"GO:0002479" "BP" "antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent" 1 0 0.999999999968862 1
"GO:0002480" "BP" "antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent" 1 0 0.999999999965513 1
"GO:0002481" "BP" "antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent" 2 1 0.405973962430921 1
"GO:0002483" "BP" "antigen processing and presentation of endogenous peptide antigen" 25 6 0.284628677992569 1
"GO:0002484" "BP" "antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway" 17 5 0.155500502881616 1
"GO:0002485" "BP" "antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent" 2 1 0.412013864311241 1
"GO:0002486" "BP" "antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent" 16 4 0.256257540519777 1
"GO:0002488" "BP" "antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway" 1 1 0.313073967843706 1
"GO:0002489" "BP" "antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent" 1 1 0.313073967843706 1
"GO:0002491" "BP" "antigen processing and presentation of endogenous peptide antigen via MHC class II" 2 0 1 1
"GO:0002495" "BP" "antigen processing and presentation of peptide antigen via MHC class II" 33 6 0.44506755370564 1
"GO:0002501" "BP" "peptide antigen assembly with MHC protein complex" 18 3 0.694521657368396 1
"GO:0002502" "BP" "peptide antigen assembly with MHC class I protein complex" 4 1 0.53082179661456 1
"GO:0002503" "BP" "peptide antigen assembly with MHC class II protein complex" 14 2 0.790820360540865 1
"GO:0002504" "BP" "antigen processing and presentation of peptide or polysaccharide antigen via MHC class II" 35 7 0.348847058212623 1
"GO:0002505" "BP" "antigen processing and presentation of polysaccharide antigen via MHC class II" 1 1 0.13485353261613 1
"GO:0002507" "BP" "tolerance induction" 28 6 0.201400410204286 1
"GO:0002508" "BP" "central tolerance induction" 2 2 0.0563364248828364 1
"GO:0002509" "BP" "central tolerance induction to self antigen" 1 1 0.268740430008477 1
"GO:0002510" "BP" "central B cell tolerance induction" 1 1 0.204678481951143 1
"GO:0002513" "BP" "tolerance induction to self antigen" 4 4 0.00307113775825464 0.266527509143299
"GO:0002514" "BP" "B cell tolerance induction" 3 2 0.135741946339872 1
"GO:0002517" "BP" "T cell tolerance induction" 14 2 0.574487505772943 1
"GO:0002518" "BP" "lymphocyte chemotaxis across high endothelial venule" 1 0 1.00000000000874 1
"GO:0002519" "BP" "natural killer cell tolerance induction" 3 1 0.362222204035215 1
"GO:0002520" "BP" "immune system development" 195 32 0.683862740922735 1
"GO:0002521" "BP" "leukocyte differentiation" 585 106 0.201266297804543 1
"GO:0002522" "BP" "leukocyte migration involved in immune response" 3 0 1 1
"GO:0002523" "BP" "leukocyte migration involved in inflammatory response" 19 4 0.326790723948718 1
"GO:0002524" "BP" "hypersensitivity" 12 3 0.203146809033279 1
"GO:0002525" "BP" "acute inflammatory response to non-antigenic stimulus" 2 0 1 1
"GO:0002526" "BP" "acute inflammatory response" 101 18 0.0999267921893904 1
"GO:0002528" "BP" "regulation of vascular permeability involved in acute inflammatory response" 4 1 0.463219270395917 1
"GO:0002532" "BP" "production of molecular mediator involved in inflammatory response" 96 17 0.119001381736128 1
"GO:0002534" "BP" "cytokine production involved in inflammatory response" 75 14 0.0970744857977349 1
"GO:0002536" "BP" "respiratory burst involved in inflammatory response" 8 0 1 1
"GO:0002537" "BP" "nitric oxide production involved in inflammatory response" 1 1 0.0519011349499383 0.981421755588041
"GO:0002538" "BP" "arachidonic acid metabolite production involved in inflammatory response" 3 1 0.434452433582092 1
"GO:0002540" "BP" "leukotriene production involved in inflammatory response" 3 1 0.434452433582092 1
"GO:0002541" "BP" "activation of plasma proteins involved in acute inflammatory response" 3 2 0.0569225906106104 1
"GO:0002542" "BP" "Factor XII activation" 2 1 0.210178149537035 1
"GO:0002543" "BP" "activation of blood coagulation via clotting cascade" 2 1 0.419974227110624 1
"GO:0002544" "BP" "chronic inflammatory response" 18 3 0.476594594675882 1
"GO:0002545" "BP" "chronic inflammatory response to non-antigenic stimulus" 1 0 1.00000000000013 1
"GO:0002548" "BP" "monocyte chemotaxis" 64 10 0.185602296371355 1
"GO:0002551" "BP" "mast cell chemotaxis" 10 4 0.063323861121685 1
"GO:0002552" "BP" "serotonin secretion by mast cell" 1 0 0.999999999968716 1
"GO:0002553" "BP" "histamine secretion by mast cell" 6 2 0.222625212558328 1
"GO:0002554" "BP" "serotonin secretion by platelet" 2 1 0.287653254458228 1
"GO:0002562" "BP" "somatic diversification of immune receptors via germline recombination within a single locus" 69 5 0.990680154045936 1
"GO:0002566" "BP" "somatic diversification of immune receptors via somatic mutation" 13 0 1 1
"GO:0002568" "BP" "somatic diversification of T cell receptor genes" 4 1 0.689974835019758 1
"GO:0002572" "BP" "pro-T cell differentiation" 3 2 0.108726118624976 1
"GO:0002573" "BP" "myeloid leukocyte differentiation" 224 45 0.146161636604061 1
"GO:0002574" "BP" "thrombocyte differentiation" 1 0 0.999999999952698 1
"GO:0002576" "BP" "platelet degranulation" 7 2 0.277505575629801 1
"GO:0002577" "BP" "regulation of antigen processing and presentation" 19 4 0.266755721979751 1
"GO:0002578" "BP" "negative regulation of antigen processing and presentation" 9 1 0.721382390921939 1
"GO:0002579" "BP" "positive regulation of antigen processing and presentation" 9 3 0.130364256592821 1
"GO:0002580" "BP" "regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II" 5 1 0.690076658574437 1
"GO:0002581" "BP" "negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II" 3 0 1 1
"GO:0002582" "BP" "positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II" 2 1 0.237306327333181 1
"GO:0002583" "BP" "regulation of antigen processing and presentation of peptide antigen" 6 2 0.247917054502968 1
"GO:0002584" "BP" "negative regulation of antigen processing and presentation of peptide antigen" 4 1 0.540417459949736 1
"GO:0002585" "BP" "positive regulation of antigen processing and presentation of peptide antigen" 2 1 0.237306327333181 1
"GO:0002586" "BP" "regulation of antigen processing and presentation of peptide antigen via MHC class II" 4 1 0.569030829743379 1
"GO:0002587" "BP" "negative regulation of antigen processing and presentation of peptide antigen via MHC class II" 2 0 1 1
"GO:0002588" "BP" "positive regulation of antigen processing and presentation of peptide antigen via MHC class II" 2 1 0.237306327333181 1
"GO:0002589" "BP" "regulation of antigen processing and presentation of peptide antigen via MHC class I" 2 1 0.186678386927385 1
"GO:0002590" "BP" "negative regulation of antigen processing and presentation of peptide antigen via MHC class I" 2 1 0.186678386927385 1
"GO:0002604" "BP" "regulation of dendritic cell antigen processing and presentation" 11 2 0.449064669626158 1
"GO:0002605" "BP" "negative regulation of dendritic cell antigen processing and presentation" 4 0 1 1
"GO:0002606" "BP" "positive regulation of dendritic cell antigen processing and presentation" 7 2 0.284005374262756 1
"GO:0002616" "BP" "regulation of macrophage antigen processing and presentation" 1 0 0.999999999959904 1
"GO:0002617" "BP" "negative regulation of macrophage antigen processing and presentation" 1 0 0.999999999959904 1
"GO:0002622" "BP" "regulation of B cell antigen processing and presentation" 1 0 0.999999999959601 1
"GO:0002634" "BP" "regulation of germinal center formation" 8 2 0.490135755548433 1
"GO:0002635" "BP" "negative regulation of germinal center formation" 2 1 0.239347227864525 1
"GO:0002636" "BP" "positive regulation of germinal center formation" 2 1 0.183837706327041 1
"GO:0002637" "BP" "regulation of immunoglobulin production" 69 9 0.614114599086063 1
"GO:0002638" "BP" "negative regulation of immunoglobulin production" 11 1 0.770584108445929 1
"GO:0002639" "BP" "positive regulation of immunoglobulin production" 49 7 0.449921315061629 1
"GO:0002643" "BP" "regulation of tolerance induction" 19 2 0.740346728301116 1
"GO:0002644" "BP" "negative regulation of tolerance induction" 1 0 0.999999999966838 1
"GO:0002645" "BP" "positive regulation of tolerance induction" 11 2 0.429716386715335 1
"GO:0002646" "BP" "regulation of central tolerance induction" 1 1 0.204678481951143 1
"GO:0002648" "BP" "positive regulation of central tolerance induction" 1 1 0.204678481951143 1
"GO:0002649" "BP" "regulation of tolerance induction to self antigen" 1 1 0.288810049214943 1
"GO:0002651" "BP" "positive regulation of tolerance induction to self antigen" 1 1 0.288810049214943 1
"GO:0002652" "BP" "regulation of tolerance induction dependent upon immune response" 2 0 1 1
"GO:0002654" "BP" "positive regulation of tolerance induction dependent upon immune response" 1 0 0.999999999975558 1
"GO:0002658" "BP" "regulation of peripheral tolerance induction" 1 0 0.999999999975558 1
"GO:0002660" "BP" "positive regulation of peripheral tolerance induction" 1 0 0.999999999975558 1
"GO:0002661" "BP" "regulation of B cell tolerance induction" 2 2 0.0614496691755614 1
"GO:0002663" "BP" "positive regulation of B cell tolerance induction" 2 2 0.0614496691755614 1
"GO:0002664" "BP" "regulation of T cell tolerance induction" 12 1 0.802784261201503 1
"GO:0002666" "BP" "positive regulation of T cell tolerance induction" 8 1 0.668464549322087 1
"GO:0002667" "BP" "regulation of T cell anergy" 7 0 1 1
"GO:0002669" "BP" "positive regulation of T cell anergy" 4 0 1 1
"GO:0002673" "BP" "regulation of acute inflammatory response" 47 7 0.44304264289694 1
"GO:0002674" "BP" "negative regulation of acute inflammatory response" 12 0 1 1
"GO:0002675" "BP" "positive regulation of acute inflammatory response" 27 6 0.212987390404759 1
"GO:0002676" "BP" "regulation of chronic inflammatory response" 9 0 1 1
"GO:0002677" "BP" "negative regulation of chronic inflammatory response" 4 0 1 1
"GO:0002678" "BP" "positive regulation of chronic inflammatory response" 4 0 1 1
"GO:0002679" "BP" "respiratory burst involved in defense response" 15 1 0.924301530464749 1
"GO:0002681" "BP" "somatic recombination of T cell receptor gene segments" 4 1 0.689974835019758 1
"GO:0002682" "BP" "regulation of immune system process" 1431 238 0.0650926761098981 1
"GO:0002683" "BP" "negative regulation of immune system process" 490 81 0.159690984772654 1
"GO:0002684" "BP" "positive regulation of immune system process" 991 183 0.00293260669419754 0.259495440972052
"GO:0002685" "BP" "regulation of leukocyte migration" 214 46 0.00517034162674932 0.373409097941114
"GO:0002686" "BP" "negative regulation of leukocyte migration" 52 9 0.272866046084028 1
"GO:0002687" "BP" "positive regulation of leukocyte migration" 139 31 0.0137449216381175 0.598726663788577
"GO:0002688" "BP" "regulation of leukocyte chemotaxis" 116 27 0.00670828892025617 0.413239123492819
"GO:0002689" "BP" "negative regulation of leukocyte chemotaxis" 20 5 0.116822469675803 1
"GO:0002690" "BP" "positive regulation of leukocyte chemotaxis" 90 21 0.0118075884798891 0.55547208825991
"GO:0002691" "BP" "regulation of cellular extravasation" 38 8 0.211911415588668 1
"GO:0002692" "BP" "negative regulation of cellular extravasation" 9 2 0.342750090468869 1
"GO:0002693" "BP" "positive regulation of cellular extravasation" 15 3 0.54126675065925 1
"GO:0002694" "BP" "regulation of leukocyte activation" 574 111 0.00970210104728847 0.502368673902035
"GO:0002695" "BP" "negative regulation of leukocyte activation" 193 32 0.253711661896782 1
"GO:0002696" "BP" "positive regulation of leukocyte activation" 360 73 0.0190690529125138 0.700772165990165
"GO:0002697" "BP" "regulation of immune effector process" 364 65 0.0249662257696745 0.769202000898232
"GO:0002698" "BP" "negative regulation of immune effector process" 117 19 0.292019170068652 1
"GO:0002699" "BP" "positive regulation of immune effector process" 252 45 0.0447413566517978 0.947039372881018
"GO:0002700" "BP" "regulation of production of molecular mediator of immune response" 178 28 0.364494594475492 1
"GO:0002701" "BP" "negative regulation of production of molecular mediator of immune response" 42 7 0.40335335369628 1
"GO:0002702" "BP" "positive regulation of production of molecular mediator of immune response" 128 19 0.468368493853564 1
"GO:0002703" "BP" "regulation of leukocyte mediated immunity" 232 37 0.198035143309243 1
"GO:0002704" "BP" "negative regulation of leukocyte mediated immunity" 62 10 0.398127416366408 1
"GO:0002705" "BP" "positive regulation of leukocyte mediated immunity" 141 22 0.288836988959596 1
"GO:0002706" "BP" "regulation of lymphocyte mediated immunity" 174 25 0.432211007321098 1
"GO:0002707" "BP" "negative regulation of lymphocyte mediated immunity" 52 9 0.316961431327208 1
"GO:0002708" "BP" "positive regulation of lymphocyte mediated immunity" 119 18 0.387832136568058 1
"GO:0002709" "BP" "regulation of T cell mediated immunity" 92 18 0.0855869629750706 1
"GO:0002710" "BP" "negative regulation of T cell mediated immunity" 25 4 0.398873391668083 1
"GO:0002711" "BP" "positive regulation of T cell mediated immunity" 65 14 0.0754275813922061 1
"GO:0002712" "BP" "regulation of B cell mediated immunity" 60 7 0.779457992057754 1
"GO:0002713" "BP" "negative regulation of B cell mediated immunity" 15 2 0.663891825151999 1
"GO:0002714" "BP" "positive regulation of B cell mediated immunity" 40 5 0.704151068082474 1
"GO:0002715" "BP" "regulation of natural killer cell mediated immunity" 48 8 0.264792866712414 1
"GO:0002716" "BP" "negative regulation of natural killer cell mediated immunity" 19 3 0.546390193479326 1
"GO:0002717" "BP" "positive regulation of natural killer cell mediated immunity" 30 5 0.342900612216499 1
"GO:0002718" "BP" "regulation of cytokine production involved in immune response" 111 23 0.111775868305202 1
"GO:0002719" "BP" "negative regulation of cytokine production involved in immune response" 31 6 0.371138408302695 1
"GO:0002720" "BP" "positive regulation of cytokine production involved in immune response" 76 15 0.217357747418956 1
"GO:0002724" "BP" "regulation of T cell cytokine production" 33 8 0.133678756313419 1
"GO:0002725" "BP" "negative regulation of T cell cytokine production" 7 2 0.293045793536151 1
"GO:0002726" "BP" "positive regulation of T cell cytokine production" 24 6 0.147878673302242 1
"GO:0002727" "BP" "regulation of natural killer cell cytokine production" 8 1 0.793069699289374 1
"GO:0002728" "BP" "negative regulation of natural killer cell cytokine production" 2 0 1 1
"GO:0002729" "BP" "positive regulation of natural killer cell cytokine production" 7 1 0.762541319022186 1
"GO:0002730" "BP" "regulation of dendritic cell cytokine production" 17 1 0.905778968471589 1
"GO:0002731" "BP" "negative regulation of dendritic cell cytokine production" 2 0 1 1
"GO:0002732" "BP" "positive regulation of dendritic cell cytokine production" 12 0 1 1
"GO:0002733" "BP" "regulation of myeloid dendritic cell cytokine production" 7 0 1 1
"GO:0002735" "BP" "positive regulation of myeloid dendritic cell cytokine production" 7 0 1 1
"GO:0002736" "BP" "regulation of plasmacytoid dendritic cell cytokine production" 1 0 0.999999999956728 1
"GO:0002737" "BP" "negative regulation of plasmacytoid dendritic cell cytokine production" 1 0 0.999999999956728 1
"GO:0002747" "BP" "antigen processing and presentation following phagocytosis" 1 1 0.13485353261613 1
"GO:0002752" "BP" "cell surface pattern recognition receptor signaling pathway" 67 12 0.221322591975854 1
"GO:0002753" "BP" "cytosolic pattern recognition receptor signaling pathway" 134 22 0.396049000421811 1
"GO:0002755" "BP" "MyD88-dependent toll-like receptor signaling pathway" 18 3 0.448438102955455 1
"GO:0002756" "BP" "MyD88-independent toll-like receptor signaling pathway" 16 4 0.199702888534265 1
"GO:0002757" "BP" "immune response-activating signaling pathway" 422 77 0.0639722544746928 1
"GO:0002758" "BP" "innate immune response-activating signaling pathway" 234 36 0.468114211017901 1
"GO:0002759" "BP" "regulation of antimicrobial humoral response" 11 0 1 1
"GO:0002760" "BP" "positive regulation of antimicrobial humoral response" 7 0 1 1
"GO:0002761" "BP" "regulation of myeloid leukocyte differentiation" 121 21 0.466235875096255 1
"GO:0002762" "BP" "negative regulation of myeloid leukocyte differentiation" 52 6 0.886318270358856 1
"GO:0002763" "BP" "positive regulation of myeloid leukocyte differentiation" 60 14 0.094168435452837 1
"GO:0002764" "BP" "immune response-regulating signaling pathway" 447 77 0.127930364944105 1
"GO:0002765" "BP" "immune response-inhibiting signal transduction" 11 1 0.629579096595226 1
"GO:0002767" "BP" "immune response-inhibiting cell surface receptor signaling pathway" 9 1 0.587642236036565 1
"GO:0002768" "BP" "immune response-regulating cell surface receptor signaling pathway" 305 57 0.0459568571093383 0.955687961438979
"GO:0002769" "BP" "natural killer cell inhibitory signaling pathway" 3 0 1 1
"GO:0002774" "BP" "Fc receptor mediated inhibitory signaling pathway" 5 1 0.420576099634031 1
"GO:0002775" "BP" "antimicrobial peptide production" 11 1 0.710439021900187 1
"GO:0002777" "BP" "antimicrobial peptide biosynthetic process" 3 1 0.373446658995734 1
"GO:0002778" "BP" "antibacterial peptide production" 9 1 0.675087383573386 1
"GO:0002780" "BP" "antibacterial peptide biosynthetic process" 3 1 0.373446658995734 1
"GO:0002784" "BP" "regulation of antimicrobial peptide production" 9 0 1 1
"GO:0002785" "BP" "negative regulation of antimicrobial peptide production" 1 0 0.999999999972151 1
"GO:0002786" "BP" "regulation of antibacterial peptide production" 7 0 1 1
"GO:0002787" "BP" "negative regulation of antibacterial peptide production" 1 0 0.999999999972151 1
"GO:0002790" "BP" "peptide secretion" 237 53 0.0601329579033034 1
"GO:0002791" "BP" "regulation of peptide secretion" 192 44 0.0647406353085561 1
"GO:0002792" "BP" "negative regulation of peptide secretion" 45 15 0.010162085636265 0.510684410460321
"GO:0002793" "BP" "positive regulation of peptide secretion" 109 24 0.148261235542278 1
"GO:0002803" "BP" "positive regulation of antibacterial peptide production" 5 0 1 1
"GO:0002805" "BP" "regulation of antimicrobial peptide biosynthetic process" 1 0 0.999999999984391 1
"GO:0002807" "BP" "positive regulation of antimicrobial peptide biosynthetic process" 1 0 0.999999999984391 1
"GO:0002808" "BP" "regulation of antibacterial peptide biosynthetic process" 1 0 0.999999999984391 1
"GO:0002812" "BP" "biosynthetic process of antibacterial peptides active against Gram-negative bacteria" 1 1 0.154417387726422 1
"GO:0002815" "BP" "biosynthetic process of antibacterial peptides active against Gram-positive bacteria" 1 0 0.999999999984391 1
"GO:0002816" "BP" "regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria" 1 0 0.999999999984391 1
"GO:0002819" "BP" "regulation of adaptive immune response" 197 30 0.427644411514405 1
"GO:0002820" "BP" "negative regulation of adaptive immune response" 59 7 0.688903077519313 1
"GO:0002821" "BP" "positive regulation of adaptive immune response" 123 21 0.227833278699744 1
"GO:0002822" "BP" "regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 183 27 0.471192081455173 1
"GO:0002823" "BP" "negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 55 7 0.608786320594013 1
"GO:0002824" "BP" "positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 117 19 0.289876038206813 1
"GO:0002825" "BP" "regulation of T-helper 1 type immune response" 30 3 0.65343524294463 1
"GO:0002826" "BP" "negative regulation of T-helper 1 type immune response" 7 1 0.637090319769751 1
"GO:0002827" "BP" "positive regulation of T-helper 1 type immune response" 17 2 0.486239612062468 1
"GO:0002828" "BP" "regulation of type 2 immune response" 31 8 0.0926666405922123 1
"GO:0002829" "BP" "negative regulation of type 2 immune response" 13 2 0.6160531927603 1
"GO:0002830" "BP" "positive regulation of type 2 immune response" 17 6 0.0422474671596903 0.927307246100439
"GO:0002831" "BP" "regulation of response to biotic stimulus" 478 63 0.859892640116665 1
"GO:0002832" "BP" "negative regulation of response to biotic stimulus" 140 18 0.760355520603417 1
"GO:0002833" "BP" "positive regulation of response to biotic stimulus" 341 51 0.50157488083611 1
"GO:0002834" "BP" "regulation of response to tumor cell" 22 3 0.521586283370275 1
"GO:0002835" "BP" "negative regulation of response to tumor cell" 5 1 0.528147192369028 1
"GO:0002836" "BP" "positive regulation of response to tumor cell" 15 2 0.485491562782443 1
"GO:0002837" "BP" "regulation of immune response to tumor cell" 21 3 0.448430831586627 1
"GO:0002838" "BP" "negative regulation of immune response to tumor cell" 5 1 0.528147192369028 1
"GO:0002839" "BP" "positive regulation of immune response to tumor cell" 15 2 0.485491562782443 1
"GO:0002840" "BP" "regulation of T cell mediated immune response to tumor cell" 8 0 1 1
"GO:0002841" "BP" "negative regulation of T cell mediated immune response to tumor cell" 2 0 1 1
"GO:0002842" "BP" "positive regulation of T cell mediated immune response to tumor cell" 5 0 1 1
"GO:0002843" "BP" "regulation of tolerance induction to tumor cell" 1 0 0.999999999975558 1
"GO:0002845" "BP" "positive regulation of tolerance induction to tumor cell" 1 0 0.999999999975558 1
"GO:0002852" "BP" "regulation of T cell mediated cytotoxicity directed against tumor cell target" 2 0 1 1
"GO:0002854" "BP" "positive regulation of T cell mediated cytotoxicity directed against tumor cell target" 2 0 1 1
"GO:0002855" "BP" "regulation of natural killer cell mediated immune response to tumor cell" 10 3 0.0974338424678633 1
"GO:0002856" "BP" "negative regulation of natural killer cell mediated immune response to tumor cell" 3 1 0.319034010970202 1
"GO:0002857" "BP" "positive regulation of natural killer cell mediated immune response to tumor cell" 7 2 0.180575909544331 1
"GO:0002858" "BP" "regulation of natural killer cell mediated cytotoxicity directed against tumor cell target" 9 3 0.0750167120342168 1
"GO:0002859" "BP" "negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target" 3 1 0.319034010970202 1
"GO:0002860" "BP" "positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target" 6 2 0.139433875023636 1
"GO:0002861" "BP" "regulation of inflammatory response to antigenic stimulus" 44 9 0.244827191688532 1
"GO:0002862" "BP" "negative regulation of inflammatory response to antigenic stimulus" 30 6 0.287557919488689 1
"GO:0002863" "BP" "positive regulation of inflammatory response to antigenic stimulus" 12 3 0.410013472684012 1
"GO:0002864" "BP" "regulation of acute inflammatory response to antigenic stimulus" 14 2 0.578344331367644 1
"GO:0002865" "BP" "negative regulation of acute inflammatory response to antigenic stimulus" 5 0 1 1
"GO:0002866" "BP" "positive regulation of acute inflammatory response to antigenic stimulus" 7 2 0.380313401085991 1
"GO:0002870" "BP" "T cell anergy" 7 0 1 1
"GO:0002874" "BP" "regulation of chronic inflammatory response to antigenic stimulus" 3 0 1 1
"GO:0002875" "BP" "negative regulation of chronic inflammatory response to antigenic stimulus" 1 0 0.999999999966019 1
"GO:0002876" "BP" "positive regulation of chronic inflammatory response to antigenic stimulus" 2 0 1 1
"GO:0002877" "BP" "regulation of acute inflammatory response to non-antigenic stimulus" 2 0 1 1
"GO:0002879" "BP" "positive regulation of acute inflammatory response to non-antigenic stimulus" 2 0 1 1
"GO:0002880" "BP" "regulation of chronic inflammatory response to non-antigenic stimulus" 1 0 1.00000000000013 1
"GO:0002882" "BP" "positive regulation of chronic inflammatory response to non-antigenic stimulus" 1 0 1.00000000000013 1
"GO:0002883" "BP" "regulation of hypersensitivity" 9 2 0.326977329328727 1
"GO:0002884" "BP" "negative regulation of hypersensitivity" 3 0 1 1
"GO:0002885" "BP" "positive regulation of hypersensitivity" 5 2 0.204033225622513 1
"GO:0002886" "BP" "regulation of myeloid leukocyte mediated immunity" 55 12 0.0730691590335238 1
"GO:0002887" "BP" "negative regulation of myeloid leukocyte mediated immunity" 10 1 0.723928239631548 1
"GO:0002888" "BP" "positive regulation of myeloid leukocyte mediated immunity" 20 5 0.129748059211641 1
"GO:0002889" "BP" "regulation of immunoglobulin mediated immune response" 60 7 0.779457992057754 1
"GO:0002890" "BP" "negative regulation of immunoglobulin mediated immune response" 15 2 0.663891825151999 1
"GO:0002891" "BP" "positive regulation of immunoglobulin mediated immune response" 40 5 0.704151068082474 1
"GO:0002892" "BP" "regulation of type II hypersensitivity" 4 1 0.515297524831096 1
"GO:0002893" "BP" "negative regulation of type II hypersensitivity" 1 0 0.999999999959601 1
"GO:0002894" "BP" "positive regulation of type II hypersensitivity" 3 1 0.498141389387187 1
"GO:0002895" "BP" "regulation of central B cell tolerance induction" 1 1 0.204678481951143 1
"GO:0002897" "BP" "positive regulation of central B cell tolerance induction" 1 1 0.204678481951143 1
"GO:0002901" "BP" "mature B cell apoptotic process" 4 2 0.0777936659633972 1
"GO:0002902" "BP" "regulation of B cell apoptotic process" 20 6 0.155039336473765 1
"GO:0002903" "BP" "negative regulation of B cell apoptotic process" 16 5 0.173385971919165 1
"GO:0002904" "BP" "positive regulation of B cell apoptotic process" 3 0 1 1
"GO:0002905" "BP" "regulation of mature B cell apoptotic process" 4 2 0.0777936659633972 1
"GO:0002906" "BP" "negative regulation of mature B cell apoptotic process" 4 2 0.0777936659633972 1
"GO:0002911" "BP" "regulation of lymphocyte anergy" 7 0 1 1
"GO:0002913" "BP" "positive regulation of lymphocyte anergy" 4 0 1 1
"GO:0002920" "BP" "regulation of humoral immune response" 45 6 0.507861804967161 1
"GO:0002921" "BP" "negative regulation of humoral immune response" 16 4 0.166925669535293 1
"GO:0002922" "BP" "positive regulation of humoral immune response" 23 1 0.927255088485756 1
"GO:0002923" "BP" "regulation of humoral immune response mediated by circulating immunoglobulin" 18 2 0.750735857857416 1
"GO:0002924" "BP" "negative regulation of humoral immune response mediated by circulating immunoglobulin" 11 2 0.448007807831845 1
"GO:0002925" "BP" "positive regulation of humoral immune response mediated by circulating immunoglobulin" 7 0 1 1
"GO:0002926" "BP" "tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation" 3 0 1 1
"GO:0002930" "BP" "trabecular meshwork development" 2 1 0.361464350745044 1
"GO:0002931" "BP" "response to ischemia" 62 8 0.901597538004951 1
"GO:0002933" "BP" "lipid hydroxylation" 7 1 0.542187020028914 1
"GO:0002934" "BP" "desmosome organization" 10 1 0.881696632490568 1
"GO:0002939" "BP" "tRNA N1-guanine methylation" 3 0 1 1
"GO:0002940" "BP" "tRNA N2-guanine methylation" 4 0 1 1
"GO:0002941" "BP" "synoviocyte proliferation" 4 1 0.476377170866418 1
"GO:0002943" "BP" "tRNA dihydrouridine synthesis" 4 0 1 1
