"ONTOLOGY" "Term" "N" "DE" "P.DE" "FDR"
"GO:0070254" "BP" "mucus secretion" 16 8 0.00646820309993737 0.407677471360298
"GO:0048589" "BP" "developmental growth" 628 145 0.0065028728935469 0.407733896349811
"GO:0071453" "BP" "cellular response to oxygen levels" 160 41 0.00650523855193813 0.407733896349811
"GO:0071871" "BP" "response to epinephrine" 14 8 0.00652855801249384 0.408062002753216
"GO:0036303" "BP" "lymph vessel morphogenesis" 23 10 0.00660491703234503 0.411694331264733
"GO:0007369" "BP" "gastrulation" 187 52 0.00663025317298872 0.412135076020158
"GO:0002688" "BP" "regulation of leukocyte chemotaxis" 116 27 0.00670828892025617 0.413239123492819
"GO:0060581" "BP" "cell fate commitment involved in pattern specification" 11 7 0.00672027402704393 0.413239123492819
"GO:0060579" "BP" "ventral spinal cord interneuron fate commitment" 11 7 0.00672027402704393 0.413239123492819
"GO:0007600" "BP" "sensory perception" 837 122 0.00673066166066934 0.413239123492819
"GO:0043279" "BP" "response to alkaloid" 90 28 0.00680499166420193 0.415553290954288
"GO:0072567" "BP" "chemokine (C-X-C motif) ligand 2 production" 19 8 0.00684671980903816 0.415553290954288
"GO:2000341" "BP" "regulation of chemokine (C-X-C motif) ligand 2 production" 19 8 0.00684671980903816 0.415553290954288
"GO:0032309" "BP" "icosanoid secretion" 46 12 0.00685099380584095 0.415553290954288
"GO:0010714" "BP" "positive regulation of collagen metabolic process" 25 10 0.00702824194404615 0.424024735896945
"GO:0086019" "BP" "cell-cell signaling involved in cardiac conduction" 32 13 0.00707031227530054 0.42542540314635
"GO:0051046" "BP" "regulation of secretion" 600 127 0.00711367833823379 0.4259445394961
"GO:0007266" "BP" "Rho protein signal transduction" 127 35 0.00712297608007396 0.4259445394961
"GO:0060122" "BP" "inner ear receptor cell stereocilium organization" 34 12 0.00713557152674729 0.4259445394961
"GO:0071398" "BP" "cellular response to fatty acid" 33 11 0.0071547185288615 0.425960603918815
"GO:0006935" "BP" "chemotaxis" 431 90 0.00754317095836144 0.445230324009972
"GO:0033686" "BP" "positive regulation of luteinizing hormone secretion" 4 3 0.00754488334979797 0.445230324009972
"GO:0051703" "BP" "biological process involved in intraspecies interaction between organisms" 48 18 0.0075573131579427 0.445230324009972
"GO:0035050" "BP" "embryonic heart tube development" 83 26 0.00760788178541657 0.447042303661822
"GO:0002291" "BP" "T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell" 10 5 0.00762888112099858 0.447111879517433
"GO:0002209" "BP" "behavioral defense response" 37 14 0.00764959698681671 0.447164524379617
"GO:0001666" "BP" "response to hypoxia" 282 68 0.00768418289957869 0.448025589007994
"GO:0030199" "BP" "collagen fibril organization" 63 21 0.00772082890352402 0.44900201901834
"GO:0021516" "BP" "dorsal spinal cord development" 20 10 0.00779557171801469 0.449513708645246
"GO:0010712" "BP" "regulation of collagen metabolic process" 41 13 0.00779638305505529 0.449513708645246
"GO:1903350" "BP" "response to dopamine" 72 21 0.00780931456253041 0.449513708645246
"GO:0034633" "BP" "retinol transport" 3 3 0.00788518445526837 0.451198126105022
"GO:0001947" "BP" "heart looping" 64 21 0.00789856673513047 0.451198126105022
"GO:1901701" "BP" "cellular response to oxygen-containing compound" 1223 242 0.00792445475809992 0.451484895508171
"GO:0009966" "BP" "regulation of signal transduction" 2909 552 0.00795058540248427 0.451484895508171
"GO:0022409" "BP" "positive regulation of cell-cell adhesion" 309 69 0.00796361409378887 0.451484895508171
"GO:0051940" "BP" "regulation of catecholamine uptake involved in synaptic transmission" 8 5 0.00806906667952107 0.454287242766112
"GO:0051584" "BP" "regulation of dopamine uptake involved in synaptic transmission" 8 5 0.00806906667952107 0.454287242766112
"GO:0042330" "BP" "taxis" 433 90 0.0081083239856524 0.455114981125027
"GO:0009952" "BP" "anterior/posterior pattern specification" 210 58 0.00821750125315572 0.459655942635005
"GO:0042220" "BP" "response to cocaine" 47 17 0.00823198768951607 0.459655942635005
"GO:0086001" "BP" "cardiac muscle cell action potential" 72 23 0.00827071054377823 0.459655942635005
"GO:0048839" "BP" "inner ear development" 192 52 0.00829491750407087 0.459868595975074
"GO:0010628" "BP" "positive regulation of gene expression" 1113 209 0.00832280657757263 0.460283842196933
"GO:0034097" "BP" "response to cytokine" 886 158 0.00852981190743624 0.469430916779003
"GO:2000179" "BP" "positive regulation of neural precursor cell proliferation" 62 21 0.00855691714797116 0.469776833398592
"GO:0046688" "BP" "response to copper ion" 34 11 0.00861891930901114 0.470975933064439
"GO:0030335" "BP" "positive regulation of cell migration" 542 115 0.00862050435896176 0.470975933064439
"GO:0051953" "BP" "negative regulation of amine transport" 28 11 0.00871919015820271 0.474947187655072
"GO:0048871" "BP" "multicellular organismal-level homeostasis" 780 160 0.00873766361732552 0.474947187655072
"GO:0015844" "BP" "monoamine transport" 86 25 0.00877275140403245 0.474947187655072
"GO:0051924" "BP" "regulation of calcium ion transport" 239 55 0.00877738775271074 0.474947187655072
"GO:0022407" "BP" "regulation of cell-cell adhesion" 471 99 0.0089962477494413 0.48562520147941
"GO:0034220" "BP" "monoatomic ion transmembrane transport" 972 195 0.00913013838323228 0.490274778634335
"GO:0060160" "BP" "negative regulation of dopamine receptor signaling pathway" 3 3 0.00917564674144169 0.490274778634335
"GO:0060993" "BP" "kidney morphogenesis" 93 30 0.00922458741248503 0.490498331116626
"GO:0048243" "BP" "norepinephrine secretion" 13 6 0.00928167851239904 0.490498331116626
"GO:0014061" "BP" "regulation of norepinephrine secretion" 13 6 0.00928167851239904 0.490498331116626
"GO:0055085" "BP" "transmembrane transport" 1469 276 0.00928216572357735 0.490498331116626
"GO:0051716" "BP" "cellular response to stimulus" 6959 1166 0.00941170115091667 0.495615632585863
"GO:0055082" "BP" "intracellular chemical homeostasis" 673 136 0.00942293504606167 0.495615632585863
"GO:0050926" "BP" "regulation of positive chemotaxis" 25 10 0.00946223018947994 0.496525027896338
"GO:0050873" "BP" "brown fat cell differentiation" 53 17 0.00955413166894146 0.500184285331775
"GO:0060840" "BP" "artery development" 111 33 0.00964111373787739 0.502368673902035
"GO:0050900" "BP" "leukocyte migration" 374 73 0.00967366398433719 0.502368673902035
"GO:0098903" "BP" "regulation of membrane repolarization during action potential" 9 5 0.00967570734174359 0.502368673902035
"GO:0002694" "BP" "regulation of leukocyte activation" 574 111 0.00970210104728847 0.502368673902035
"GO:0000730" "BP" "DNA recombinase assembly" 4 3 0.00974257640861479 0.502368673902035
"GO:0090735" "BP" "DNA repair complex assembly" 4 3 0.00974257640861479 0.502368673902035
"GO:0048935" "BP" "peripheral nervous system neuron development" 15 8 0.0097776756869098 0.502368673902035
"GO:0048934" "BP" "peripheral nervous system neuron differentiation" 15 8 0.0097776756869098 0.502368673902035
"GO:0036462" "BP" "TRAIL-activated apoptotic signaling pathway" 11 6 0.00985432659061737 0.502368673902035
"GO:0060019" "BP" "radial glial cell differentiation" 14 7 0.00987267328222112 0.502368673902035
"GO:0036293" "BP" "response to decreased oxygen levels" 296 70 0.00989150386985713 0.502368673902035
"GO:0018108" "BP" "peptidyl-tyrosine phosphorylation" 265 62 0.00990755450657709 0.502368673902035
"GO:0030900" "BP" "forebrain development" 389 98 0.00994587580078734 0.503181034907995
"GO:0060322" "BP" "head development" 723 170 0.0100584614030507 0.507738530421556
"GO:0001775" "BP" "cell activation" 1046 195 0.0100900758708961 0.508197482033256
"GO:0002792" "BP" "negative regulation of peptide secretion" 45 15 0.010162085636265 0.510684410460321
"GO:0035115" "BP" "embryonic forelimb morphogenesis" 33 14 0.0102792494905735 0.514281564313303
"GO:0098655" "BP" "monoatomic cation transmembrane transport" 811 165 0.0104216448990214 0.520252202436988
"GO:0010755" "BP" "regulation of plasminogen activation" 18 8 0.0106512134763333 0.527142305701689
"GO:0003208" "BP" "cardiac ventricle morphogenesis" 71 23 0.0106606219386821 0.527142305701689
"GO:0001657" "BP" "ureteric bud development" 94 31 0.0106865482588012 0.527142305701689
"GO:0050920" "BP" "regulation of chemotaxis" 216 51 0.0107213290304166 0.527142305701689
"GO:0030858" "BP" "positive regulation of epithelial cell differentiation" 71 20 0.0107232014854226 0.527142305701689
"GO:0043524" "BP" "negative regulation of neuron apoptotic process" 158 40 0.0108272543921005 0.52975491314816
"GO:0030168" "BP" "platelet activation" 127 32 0.0108403379367489 0.52975491314816
"GO:0051952" "BP" "regulation of amine transport" 95 27 0.0108467811502593 0.52975491314816
"GO:0010035" "BP" "response to inorganic substance" 506 106 0.0109087469006671 0.531630594096441
"GO:1903531" "BP" "negative regulation of secretion by cell" 145 35 0.0109535936696419 0.532031069634393
"GO:0040007" "BP" "growth" 877 189 0.010964121936713 0.532031069634393
"GO:0048535" "BP" "lymph node development" 18 8 0.0110241032119384 0.533793701446733
"GO:0032757" "BP" "positive regulation of interleukin-8 production" 61 16 0.0112353350945768 0.542856747481866
"GO:0060143" "BP" "positive regulation of syncytium formation by plasma membrane fusion" 24 9 0.0112797896442893 0.543357598956492
"GO:0021871" "BP" "forebrain regionalization" 24 11 0.0112986005182579 0.543357598956492
"GO:0072078" "BP" "nephron tubule morphogenesis" 73 25 0.0113179432507335 0.543357598956492
"GO:0003215" "BP" "cardiac right ventricle morphogenesis" 20 10 0.0114139533340944 0.544792732632667
"GO:0042744" "BP" "hydrogen peroxide catabolic process" 30 9 0.0114142237632546 0.544792732632667
"GO:0043266" "BP" "regulation of potassium ion transport" 98 27 0.0114286864658543 0.544792732632667
"GO:0032276" "BP" "regulation of gonadotropin secretion" 11 5 0.0114444139012535 0.544792732632667
"GO:0001964" "BP" "startle response" 26 11 0.0115634165086515 0.548306647891435
"GO:0014015" "BP" "positive regulation of gliogenesis" 68 22 0.011676544981114 0.552347087953577
"GO:0002431" "BP" "Fc receptor mediated stimulatory signaling pathway" 32 12 0.0117915785113024 0.55547208825991
"GO:0002690" "BP" "positive regulation of leukocyte chemotaxis" 90 21 0.0118075884798891 0.55547208825991
"GO:0007187" "BP" "G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger" 54 15 0.0118200274622785 0.55547208825991
"GO:0001706" "BP" "endoderm formation" 57 19 0.0118639760705555 0.55547208825991
"GO:0002040" "BP" "sprouting angiogenesis" 176 38 0.0118867785697947 0.55547208825991
"GO:0072009" "BP" "nephron epithelium development" 115 35 0.0118903128270491 0.55547208825991
"GO:0050730" "BP" "regulation of peptidyl-tyrosine phosphorylation" 222 50 0.0120565237862271 0.55902100478261
"GO:0072028" "BP" "nephron morphogenesis" 77 26 0.0120780117622272 0.55902100478261
"GO:0001934" "BP" "positive regulation of protein phosphorylation" 573 120 0.0121869327494945 0.55902100478261
"GO:0044320" "BP" "cellular response to leptin stimulus" 17 7 0.0121987528716651 0.55902100478261
"GO:0045935" "BP" "positive regulation of nucleobase-containing compound metabolic process" 1975 384 0.0122365560142225 0.55902100478261
"GO:0010912" "BP" "positive regulation of isomerase activity" 8 5 0.0122388041288162 0.55902100478261
"GO:0010911" "BP" "regulation of isomerase activity" 8 5 0.0122388041288162 0.55902100478261
"GO:0071280" "BP" "cellular response to copper ion" 24 8 0.0122686745743257 0.559253278979971
"GO:0060753" "BP" "regulation of mast cell chemotaxis" 7 4 0.0122936276011862 0.559260913695896
"GO:0001823" "BP" "mesonephros development" 99 32 0.0124364883705848 0.563100027857863
"GO:0015908" "BP" "fatty acid transport" 113 25 0.0124718118812664 0.563100027857863
"GO:0072163" "BP" "mesonephric epithelium development" 95 31 0.012477841425675 0.563100027857863
"GO:0072164" "BP" "mesonephric tubule development" 95 31 0.012477841425675 0.563100027857863
"GO:0070255" "BP" "regulation of mucus secretion" 8 5 0.0125138793054373 0.563599147001772
"GO:0042327" "BP" "positive regulation of phosphorylation" 624 131 0.0125481902366501 0.56401865438202
"GO:0050865" "BP" "regulation of cell activation" 625 120 0.0127092549670502 0.568547337166989
"GO:2000177" "BP" "regulation of neural precursor cell proliferation" 97 29 0.0127245348905039 0.568547337166989
"GO:0019725" "BP" "cellular homeostasis" 769 152 0.0128814909121622 0.574280369947189
"GO:0002446" "BP" "neutrophil mediated immunity" 34 10 0.0129037470113111 0.574280369947189
"GO:0086005" "BP" "ventricular cardiac muscle cell action potential" 34 13 0.0130140508234502 0.578049296811675
"GO:0030917" "BP" "midbrain-hindbrain boundary development" 7 5 0.0134762530941824 0.594058605201333
"GO:0071715" "BP" "icosanoid transport" 63 15 0.0135229086759055 0.594058605201333
"GO:2000027" "BP" "regulation of animal organ morphogenesis" 121 37 0.0135324465109681 0.594058605201333
"GO:0002027" "BP" "regulation of heart rate" 99 28 0.0136221726186812 0.596836316442567
"GO:0002687" "BP" "positive regulation of leukocyte migration" 139 31 0.0137449216381175 0.598726663788577
"GO:0098771" "BP" "inorganic ion homeostasis" 509 104 0.0138741601571371 0.603191810762315
"GO:0061333" "BP" "renal tubule morphogenesis" 77 26 0.0139222474262774 0.60411844408947
"GO:0002444" "BP" "myeloid leukocyte mediated immunity" 104 23 0.013982560861192 0.605571023554582
"GO:0003143" "BP" "embryonic heart tube morphogenesis" 70 22 0.0140810213644932 0.607503185599282
"GO:0035683" "BP" "memory T cell extravasation" 2 2 0.0142360010894448 0.612828856108329
"GO:0062094" "BP" "stomach development" 5 4 0.0142587816635735 0.612828856108329
"GO:0071417" "BP" "cellular response to organonitrogen compound" 618 132 0.0143357868374856 0.614967099241492
"GO:0090102" "BP" "cochlea development" 46 16 0.0144853367174301 0.619339612995945
"GO:0042490" "BP" "mechanoreceptor differentiation" 67 20 0.0144926128196179 0.619339612995945
"GO:0051047" "BP" "positive regulation of secretion" 303 67 0.0146306032111911 0.622877228032672
"GO:0048703" "BP" "embryonic viscerocranium morphogenesis" 10 6 0.014670711321774 0.623408531571581
"GO:0072088" "BP" "nephron epithelium morphogenesis" 75 25 0.0147031693450085 0.623613370490172
"GO:0060573" "BP" "cell fate specification involved in pattern specification" 7 5 0.0148744949104368 0.628493649947747
"GO:0021521" "BP" "ventral spinal cord interneuron specification" 7 5 0.0148744949104368 0.628493649947747
"GO:0051049" "BP" "regulation of transport" 1701 325 0.0149017950151589 0.628493649947747
"GO:0015850" "BP" "organic hydroxy compound transport" 302 63 0.0150003497650949 0.630294026256242
"GO:0071371" "BP" "cellular response to gonadotropin stimulus" 17 8 0.015147181849001 0.635061593662474
"GO:0046651" "BP" "lymphocyte proliferation" 281 55 0.015170102773625 0.635061593662474
"GO:0060378" "BP" "regulation of brood size" 2 2 0.0153680909893456 0.640183517464437
"GO:0032616" "BP" "interleukin-13 production" 20 8 0.0154059408785317 0.640183517464437
"GO:0032656" "BP" "regulation of interleukin-13 production" 20 8 0.0154059408785317 0.640183517464437
"GO:1902462" "BP" "positive regulation of mesenchymal stem cell proliferation" 6 4 0.0154531611832686 0.640308292185656
"GO:0006198" "BP" "cAMP catabolic process" 9 6 0.0154656984240907 0.640308292185656
"GO:0050921" "BP" "positive regulation of chemotaxis" 137 33 0.0157027182535195 0.645414802449846
"GO:0048863" "BP" "stem cell differentiation" 240 63 0.0157044998928327 0.645414802449846
"GO:0032700" "BP" "negative regulation of interleukin-17 production" 20 5 0.0157214578612601 0.645414802449846
"GO:0062012" "BP" "regulation of small molecule metabolic process" 321 69 0.0157320573190664 0.645414802449846
"GO:0006366" "BP" "transcription by RNA polymerase II" 2449 465 0.0157919533587934 0.646696253335414
"GO:0021555" "BP" "midbrain-hindbrain boundary morphogenesis" 3 3 0.0158899531755907 0.647226892828999
"GO:0048732" "BP" "gland development" 429 101 0.0158909634208148 0.647226892828999
"GO:0002074" "BP" "extraocular skeletal muscle development" 4 3 0.0159937924223702 0.647745112181219
"GO:0010934" "BP" "macrophage cytokine production" 36 12 0.0160149614761691 0.647745112181219
"GO:0010935" "BP" "regulation of macrophage cytokine production" 36 12 0.0160149614761691 0.647745112181219
"GO:0060675" "BP" "ureteric bud morphogenesis" 63 22 0.0160185150060769 0.647745112181219
"GO:0051173" "BP" "positive regulation of nitrogen compound metabolic process" 2887 539 0.0161066621041448 0.650144407366589
"GO:0002274" "BP" "myeloid leukocyte activation" 234 46 0.0162371074851627 0.653631843509434
"GO:0051051" "BP" "negative regulation of transport" 446 86 0.016250995577415 0.653631843509434
"GO:0031279" "BP" "regulation of cyclase activity" 51 16 0.0163011921012408 0.653934228748218
"GO:0043066" "BP" "negative regulation of apoptotic process" 846 166 0.0163580813272209 0.653934228748218
"GO:0043335" "BP" "protein unfolding" 5 3 0.0163744388957075 0.653934228748218
"GO:0007420" "BP" "brain development" 677 158 0.0164255600760558 0.654816850805871
"GO:0007611" "BP" "learning or memory" 263 66 0.0165988161186904 0.660441449665698
"GO:0021524" "BP" "visceral motor neuron differentiation" 3 3 0.0166251880610759 0.660441449665698
"GO:0002456" "BP" "T cell mediated immunity" 117 26 0.0167215596135846 0.663102409702851
"GO:0030856" "BP" "regulation of epithelial cell differentiation" 168 40 0.0167855675796202 0.664472889239562
"GO:1901731" "BP" "positive regulation of platelet aggregation" 11 5 0.0168747626560632 0.664846031897769
"GO:0032964" "BP" "collagen biosynthetic process" 46 14 0.0168833884186058 0.664846031897769
"GO:0072006" "BP" "nephron development" 151 43 0.016977188409995 0.665406971798497
"GO:0043542" "BP" "endothelial cell migration" 264 57 0.0170342591328064 0.665406971798497
"GO:0038169" "BP" "somatostatin receptor signaling pathway" 5 3 0.0170677596260716 0.665406971798497
"GO:0038170" "BP" "somatostatin signaling pathway" 5 3 0.0170677596260716 0.665406971798497
"GO:0051937" "BP" "catecholamine transport" 75 22 0.017132808811762 0.666525341428618
"GO:0046903" "BP" "secretion" 920 181 0.0171746441324788 0.666943576709195
"GO:0045761" "BP" "regulation of adenylate cyclase activity" 42 14 0.0172026751305066 0.666943576709195
"GO:0097009" "BP" "energy homeostasis" 76 22 0.0173675389346632 0.670453171668943
"GO:0007567" "BP" "parturition" 14 6 0.0174091501179167 0.670453171668943
"GO:0021532" "BP" "neural tube patterning" 39 14 0.0174120527653785 0.670453171668943
"GO:0060307" "BP" "regulation of ventricular cardiac muscle cell membrane repolarization" 22 9 0.0175102869584248 0.671942372329756
"GO:0023051" "BP" "regulation of signaling" 3308 622 0.0175686399825837 0.673036999264887
"GO:0050905" "BP" "neuromuscular process" 158 41 0.0178560118394286 0.682886527364182
"GO:0031548" "BP" "regulation of brain-derived neurotrophic factor receptor signaling pathway" 3 3 0.0181504035043168 0.688615128604224
"GO:0007159" "BP" "leukocyte cell-cell adhesion" 398 78 0.0181606416868106 0.688615128604224
"GO:0007520" "BP" "myoblast fusion" 47 16 0.018257005534138 0.688615128604224
"GO:0031456" "BP" "glycine betaine biosynthetic process" 2 2 0.0182967304695384 0.688615128604224
"GO:0019285" "BP" "glycine betaine biosynthetic process from choline" 2 2 0.0182967304695384 0.688615128604224
"GO:0031455" "BP" "glycine betaine metabolic process" 2 2 0.0182967304695384 0.688615128604224
"GO:0097084" "BP" "vascular associated smooth muscle cell development" 12 6 0.0183255709072264 0.688615128604224
"GO:0035987" "BP" "endodermal cell differentiation" 48 16 0.0184923836161242 0.693126484907353
"GO:2000677" "BP" "regulation of transcription regulatory region DNA binding" 37 13 0.0186296875432956 0.695252898212796
"GO:0007162" "BP" "negative regulation of cell adhesion" 295 64 0.0186337476266033 0.695252898212796
"GO:0032967" "BP" "positive regulation of collagen biosynthetic process" 24 9 0.0186415530676627 0.695252898212796
"GO:0048771" "BP" "tissue remodeling" 177 41 0.018828797789727 0.699932004505922
"GO:0019932" "BP" "second-messenger-mediated signaling" 295 66 0.0188610977631739 0.699932004505922
"GO:2000195" "BP" "negative regulation of female gonad development" 3 3 0.0189030015514996 0.699932004505922
"GO:0009855" "BP" "determination of bilateral symmetry" 134 33 0.0190578693991417 0.700772165990165
"GO:0009799" "BP" "specification of symmetry" 134 33 0.0190578693991417 0.700772165990165
"GO:0002696" "BP" "positive regulation of leukocyte activation" 360 73 0.0190690529125138 0.700772165990165
"GO:0071260" "BP" "cellular response to mechanical stimulus" 69 19 0.0192013008005018 0.70214988783965
"GO:0097553" "BP" "calcium ion transmembrane import into cytosol" 197 48 0.0192139124710916 0.70214988783965
"GO:0071880" "BP" "adenylate cyclase-activating adrenergic receptor signaling pathway" 26 9 0.0194242244848322 0.706978418504871
"GO:0043651" "BP" "linoleic acid metabolic process" 20 7 0.0194404620693312 0.706978418504871
"GO:0015837" "BP" "amine transport" 106 28 0.0194896872645981 0.706978418504871
"GO:0010646" "BP" "regulation of cell communication" 3312 622 0.0195092254865901 0.706978418504871
"GO:0032274" "BP" "gonadotropin secretion" 17 6 0.0195611276197472 0.706978418504871
"GO:0035646" "BP" "endosome to melanosome transport" 10 5 0.0196452521008046 0.706978418504871
"GO:0043485" "BP" "endosome to pigment granule transport" 10 5 0.0196452521008046 0.706978418504871
"GO:0048757" "BP" "pigment granule maturation" 10 5 0.0196452521008046 0.706978418504871
"GO:0021984" "BP" "adenohypophysis development" 16 7 0.0197831303260573 0.707828453140805
"GO:0032627" "BP" "interleukin-23 production" 9 4 0.0197861830450809 0.707828453140805
"GO:0032667" "BP" "regulation of interleukin-23 production" 9 4 0.0197861830450809 0.707828453140805
"GO:0060537" "BP" "muscle tissue development" 419 97 0.019794351796306 0.707828453140805
"GO:0021903" "BP" "rostrocaudal neural tube patterning" 10 6 0.0198310760605011 0.708019620615739
"GO:0072171" "BP" "mesonephric tubule morphogenesis" 64 22 0.0199081569973643 0.709078114952722
"GO:0072073" "BP" "kidney epithelium development" 145 42 0.0199308321082867 0.709078114952722
"GO:0033627" "BP" "cell adhesion mediated by integrin" 87 23 0.020007081619628 0.709078114952722
"GO:0050867" "BP" "positive regulation of cell activation" 375 75 0.0200142784587621 0.709078114952722
"GO:0035815" "BP" "positive regulation of renal sodium excretion" 4 3 0.0200178496376921 0.709078114952722
"GO:0006873" "BP" "intracellular monoatomic ion homeostasis" 503 100 0.0200515322841432 0.709157953698129
"GO:0090278" "BP" "negative regulation of peptide hormone secretion" 44 14 0.0201379783062918 0.71058578359624
"GO:0032722" "BP" "positive regulation of chemokine production" 70 16 0.0201548883842224 0.71058578359624
"GO:0034699" "BP" "response to luteinizing hormone" 7 4 0.0202596529457777 0.711975906151753
"GO:0009436" "BP" "glyoxylate catabolic process" 3 2 0.0202741115255696 0.711975906151753
"GO:0071872" "BP" "cellular response to epinephrine stimulus" 11 6 0.020336526939679 0.711975906151753
"GO:0010243" "BP" "response to organonitrogen compound" 1007 199 0.0203434962739222 0.711975906151753
"GO:0007167" "BP" "enzyme-linked receptor protein signaling pathway" 966 202 0.0203589932476458 0.711975906151753
"GO:0086002" "BP" "cardiac muscle cell action potential involved in contraction" 51 17 0.0203840065094622 0.711975906151753
"GO:0086091" "BP" "regulation of heart rate by cardiac conduction" 37 14 0.0204196658165126 0.711975906151753
"GO:0070142" "BP" "synaptic vesicle budding" 10 5 0.0204565819443942 0.711975906151753
"GO:0006081" "BP" "cellular aldehyde metabolic process" 70 17 0.020478300083872 0.711975906151753
"GO:0021520" "BP" "spinal cord motor neuron cell fate specification" 10 6 0.0205754088159611 0.71401577012834
"GO:0050953" "BP" "sensory perception of light stimulus" 208 45 0.020600259987305 0.71401577012834
"GO:1902174" "BP" "positive regulation of keratinocyte apoptotic process" 4 3 0.020680397105166 0.71569398816099
"GO:1902074" "BP" "response to salt" 349 81 0.0207594035057637 0.717327994952606
"GO:0002429" "BP" "immune response-activating cell surface receptor signaling pathway" 279 56 0.020828740093052 0.717975111975853
"GO:0045933" "BP" "positive regulation of muscle contraction" 46 14 0.020907753249199 0.718055623005976
"GO:1901699" "BP" "cellular response to nitrogen compound" 651 136 0.0209413658840131 0.71811699058795
"GO:0046889" "BP" "positive regulation of lipid biosynthetic process" 85 22 0.0210163171016455 0.719593594964384
"GO:0010700" "BP" "negative regulation of norepinephrine secretion" 5 3 0.0210796436732489 0.720668302792709
"GO:0015698" "BP" "inorganic anion transport" 159 38 0.0211887646470804 0.723208457622797
"GO:1903532" "BP" "positive regulation of secretion by cell" 281 62 0.0212517148576698 0.723208457622797
"GO:0030902" "BP" "hindbrain development" 148 41 0.0212821492581784 0.723208457622797
"GO:0019221" "BP" "cytokine-mediated signaling pathway" 472 81 0.0216873182678465 0.733153134693996
"GO:0032103" "BP" "positive regulation of response to external stimulus" 580 105 0.0217047639592089 0.733153134693996
"GO:0032271" "BP" "regulation of protein polymerization" 195 47 0.0217743133034159 0.7344029975759
"GO:0045937" "BP" "positive regulation of phosphate metabolic process" 686 140 0.0218851505477803 0.735671772879879
"GO:0010562" "BP" "positive regulation of phosphorus metabolic process" 686 140 0.0218851505477803 0.735671772879879
"GO:0060766" "BP" "negative regulation of androgen receptor signaling pathway" 15 7 0.0219114975645603 0.735671772879879
"GO:2000551" "BP" "regulation of T-helper 2 cell cytokine production" 10 5 0.0219749501383194 0.735671772879879
"GO:0035745" "BP" "T-helper 2 cell cytokine production" 10 5 0.0219749501383194 0.735671772879879
"GO:0032707" "BP" "negative regulation of interleukin-23 production" 2 2 0.0221083608741423 0.73902523305927
"GO:0098815" "BP" "modulation of excitatory postsynaptic potential" 47 18 0.0221747401152509 0.73902523305927
"GO:0071456" "BP" "cellular response to hypoxia" 138 34 0.0222061295875813 0.73902523305927
"GO:0060113" "BP" "inner ear receptor cell differentiation" 62 18 0.0223253263265421 0.740806857694258
"GO:0032965" "BP" "regulation of collagen biosynthetic process" 36 11 0.0224625285510863 0.744221639902834
"GO:0016338" "BP" "calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules" 22 7 0.0225446143589118 0.744221639902834
"GO:0032526" "BP" "response to retinoic acid" 104 29 0.0225623802535245 0.744221639902834
"GO:0015669" "BP" "gas transport" 22 6 0.0225819850702225 0.744221639902834
"GO:0019695" "BP" "choline metabolic process" 6 3 0.0225931494120476 0.744221639902834
"GO:0086003" "BP" "cardiac muscle cell contraction" 72 22 0.022665968964724 0.745531958775557
"GO:0046884" "BP" "follicle-stimulating hormone secretion" 8 4 0.02291310908689 0.752563891465191
"GO:0010954" "BP" "positive regulation of protein processing" 24 9 0.0230544265379956 0.756104768028099
"GO:0072330" "BP" "monocarboxylic acid biosynthetic process" 213 42 0.0231058407474548 0.75669113298341
"GO:0030949" "BP" "positive regulation of vascular endothelial growth factor receptor signaling pathway" 18 7 0.0231485337847301 0.756990603360364
"GO:0048103" "BP" "somatic stem cell division" 11 6 0.023343614545827 0.76045858214649
"GO:0120193" "BP" "tight junction organization" 76 20 0.0233572412492604 0.76045858214649
"GO:0032941" "BP" "secretion by tissue" 42 13 0.0233918784322086 0.76045858214649
"GO:0070830" "BP" "bicellular tight junction assembly" 64 17 0.0234140647149056 0.76045858214649
"GO:0062013" "BP" "positive regulation of small molecule metabolic process" 141 34 0.0234668502419722 0.76045858214649
"GO:0050927" "BP" "positive regulation of positive chemotaxis" 24 9 0.0235460449537808 0.76045858214649
"GO:0042391" "BP" "regulation of membrane potential" 423 95 0.0235486011275984 0.76045858214649
"GO:0043300" "BP" "regulation of leukocyte degranulation" 43 12 0.0236078467817881 0.76045858214649
"GO:0002366" "BP" "leukocyte activation involved in immune response" 276 54 0.0236564700337524 0.76045858214649
"GO:0097377" "BP" "spinal cord interneuron axon guidance" 3 3 0.0236590110205122 0.76045858214649
"GO:0032963" "BP" "collagen metabolic process" 103 25 0.023695347097485 0.760543117934071
"GO:0033189" "BP" "response to vitamin A" 15 7 0.0237610890598481 0.761540232372269
"GO:0031547" "BP" "brain-derived neurotrophic factor receptor signaling pathway" 6 4 0.0238406150218488 0.761540232372269
"GO:0071875" "BP" "adrenergic receptor signaling pathway" 32 10 0.0238614139464277 0.761540232372269
"GO:1901739" "BP" "regulation of myoblast fusion" 21 8 0.0239748999239221 0.762087488657235
"GO:0055093" "BP" "response to hyperoxia" 18 8 0.0240090304429346 0.762087488657235
