"ONTOLOGY" "Term" "N" "DE" "P.DE" "FDR"
"GO:0061308" "BP" "cardiac neural crest cell development involved in heart development" 15 7 0.0240474336076915 0.762087488657235
"GO:0061307" "BP" "cardiac neural crest cell differentiation involved in heart development" 15 7 0.0240474336076915 0.762087488657235
"GO:0055074" "BP" "calcium ion homeostasis" 316 68 0.0243200383459015 0.765039968720777
"GO:0035904" "BP" "aorta development" 65 21 0.0243463904059255 0.765039968720777
"GO:0035136" "BP" "forelimb morphogenesis" 40 15 0.0243472474563889 0.765039968720777
"GO:0050432" "BP" "catecholamine secretion" 60 18 0.0243648797407058 0.765039968720777
"GO:0072080" "BP" "nephron tubule development" 95 29 0.0243675545666266 0.765039968720777
"GO:0050805" "BP" "negative regulation of synaptic transmission" 52 17 0.0244729018085399 0.765039968720777
"GO:0021775" "BP" "smoothened signaling pathway involved in ventral spinal cord interneuron specification" 3 3 0.0244902684441621 0.765039968720777
"GO:1903169" "BP" "regulation of calcium ion transmembrane transport" 166 39 0.0245048592797012 0.765039968720777
"GO:0070542" "BP" "response to fatty acid" 55 15 0.0245110957849708 0.765039968720777
"GO:0045834" "BP" "positive regulation of lipid metabolic process" 139 34 0.0245135568775537 0.765039968720777
"GO:1902533" "BP" "positive regulation of intracellular signal transduction" 968 186 0.0245588301906581 0.765394260251394
"GO:0022009" "BP" "central nervous system vasculogenesis" 4 3 0.0246325331227741 0.765887412131562
"GO:0060541" "BP" "respiratory system development" 207 53 0.0249119696781875 0.769202000898232
"GO:0002697" "BP" "regulation of immune effector process" 364 65 0.0249662257696745 0.769202000898232
"GO:0032943" "BP" "mononuclear cell proliferation" 288 55 0.0249675940522196 0.769202000898232
"GO:0038096" "BP" "Fc-gamma receptor signaling pathway involved in phagocytosis" 26 10 0.0250090781798508 0.769202000898232
"GO:0002433" "BP" "immune response-regulating cell surface receptor signaling pathway involved in phagocytosis" 26 10 0.0250090781798508 0.769202000898232
"GO:0006029" "BP" "proteoglycan metabolic process" 86 24 0.0250267298442874 0.769202000898232
"GO:1902460" "BP" "regulation of mesenchymal stem cell proliferation" 8 4 0.0250451576904088 0.769202000898232
"GO:0007169" "BP" "transmembrane receptor protein tyrosine kinase signaling pathway" 610 132 0.0250559949769633 0.769202000898232
"GO:0021983" "BP" "pituitary gland development" 40 14 0.0251518880194195 0.771096740856226
"GO:0060670" "BP" "branching involved in labyrinthine layer morphogenesis" 13 6 0.0254726791575689 0.778815084703773
"GO:0048627" "BP" "myoblast development" 4 3 0.0255975993167015 0.781575414048787
"GO:0001188" "BP" "RNA polymerase I preinitiation complex assembly" 8 4 0.0258327175543408 0.786915655579054
"GO:0033564" "BP" "anterior/posterior axon guidance" 7 5 0.025842248749516 0.786915655579054
"GO:0160024" "BP" "Leydig cell proliferation" 2 2 0.0259648053371161 0.787229811703764
"GO:0008544" "BP" "epidermis development" 369 72 0.0259808592417413 0.787229811703764
"GO:0000122" "BP" "negative regulation of transcription by RNA polymerase II" 889 192 0.0260270093747123 0.787229811703764
"GO:0099625" "BP" "ventricular cardiac muscle cell membrane repolarization" 27 10 0.0260833546356112 0.787877930385449
"GO:0031338" "BP" "regulation of vesicle fusion" 24 9 0.026143622970345 0.788642658693669
"GO:0010460" "BP" "positive regulation of heart rate" 27 9 0.0262870544358999 0.791046886489467
"GO:0061326" "BP" "renal tubule development" 99 30 0.0262934393222434 0.791046886489467
"GO:0098657" "BP" "import into cell" 892 180 0.0263856612181054 0.791553343636711
"GO:0033674" "BP" "positive regulation of kinase activity" 328 74 0.0264155144370876 0.791553343636711
"GO:1904888" "BP" "cranial skeletal system development" 70 22 0.0265556862835891 0.794698282895097
"GO:0061737" "BP" "leukotriene signaling pathway" 4 2 0.0266886839504933 0.796567164243042
"GO:0065008" "BP" "regulation of biological quality" 2810 518 0.0267733552225863 0.796567164243042
"GO:0006651" "BP" "diacylglycerol biosynthetic process" 9 4 0.0267888123040375 0.796567164243042
"GO:0098967" "BP" "exocytic insertion of neurotransmitter receptor to postsynaptic membrane" 4 3 0.0268830951123034 0.796567164243042
"GO:0023057" "BP" "negative regulation of signaling" 1383 266 0.0269434475743764 0.796567164243042
"GO:0034625" "BP" "fatty acid elongation, monounsaturated fatty acid" 7 4 0.0271123729010218 0.796567164243042
"GO:0034626" "BP" "fatty acid elongation, polyunsaturated fatty acid" 7 4 0.0271123729010218 0.796567164243042
"GO:0019367" "BP" "fatty acid elongation, saturated fatty acid" 7 4 0.0271123729010218 0.796567164243042
"GO:0019368" "BP" "fatty acid elongation, unsaturated fatty acid" 7 4 0.0271123729010218 0.796567164243042
"GO:0021675" "BP" "nerve development" 95 29 0.027155634182891 0.796800688820225
"GO:0086103" "BP" "G protein-coupled receptor signaling pathway involved in heart process" 18 7 0.027238728128971 0.798200859093638
"GO:0070102" "BP" "interleukin-6-mediated signaling pathway" 25 8 0.0275511219109727 0.804972382266462
"GO:0006636" "BP" "unsaturated fatty acid biosynthetic process" 49 12 0.0275768326312699 0.804972382266462
"GO:0002438" "BP" "acute inflammatory response to antigenic stimulus" 23 7 0.0276448098544133 0.805914069192484
"GO:0015874" "BP" "norepinephrine transport" 22 8 0.027947264021724 0.812138585489688
"GO:0048866" "BP" "stem cell fate specification" 6 4 0.027966387811741 0.812138585489688
"GO:0048799" "BP" "animal organ maturation" 30 11 0.0280643555551927 0.812138585489688
"GO:0048384" "BP" "retinoic acid receptor signaling pathway" 32 12 0.0282377151738034 0.813830656735456
"GO:0050801" "BP" "monoatomic ion homeostasis" 575 113 0.0282396495730783 0.813830656735456
"GO:0060159" "BP" "regulation of dopamine receptor signaling pathway" 11 5 0.0282679029542577 0.813830656735456
"GO:0030901" "BP" "midbrain development" 86 24 0.0283370176687706 0.81436218054907
"GO:0050951" "BP" "sensory perception of temperature stimulus" 27 10 0.0283676951742408 0.81436218054907
"GO:0021564" "BP" "vagus nerve development" 3 3 0.02842967573977 0.815104451578361
"GO:0001936" "BP" "regulation of endothelial cell proliferation" 167 34 0.0284833849045301 0.815607991098752
"GO:0021861" "BP" "forebrain radial glial cell differentiation" 7 4 0.0285629506897069 0.816034826030865
"GO:0043534" "BP" "blood vessel endothelial cell migration" 164 35 0.0285706219005665 0.816034826030865
"GO:1905024" "BP" "regulation of membrane repolarization during ventricular cardiac muscle cell action potential" 5 3 0.0287464105056297 0.818149531701643
"GO:0042981" "BP" "regulation of apoptotic process" 1408 263 0.0287464468021293 0.818149531701643
"GO:0033559" "BP" "unsaturated fatty acid metabolic process" 108 21 0.028782709144072 0.818149531701643
"GO:0031175" "BP" "neuron projection development" 936 213 0.0287896972243886 0.818149531701643
"GO:1901492" "BP" "positive regulation of lymphangiogenesis" 3 2 0.0290765539994894 0.822482688282854
"GO:0007492" "BP" "endoderm development" 80 24 0.0291339024197653 0.822482688282854
"GO:0042246" "BP" "tissue regeneration" 72 19 0.0291973335097751 0.822482688282854
"GO:0031341" "BP" "regulation of cell killing" 105 20 0.029323770407862 0.825014408332917
"GO:0051093" "BP" "negative regulation of developmental process" 936 186 0.0293727084847244 0.825362134806128
"GO:0042667" "BP" "auditory receptor cell fate specification" 2 2 0.029484966345823 0.827486045556157
"GO:0006874" "BP" "intracellular calcium ion homeostasis" 293 63 0.0295547485496236 0.828414094749945
"GO:0050433" "BP" "regulation of catecholamine secretion" 56 17 0.0296204824853136 0.829226509675701
"GO:2000343" "BP" "positive regulation of chemokine (C-X-C motif) ligand 2 production" 11 5 0.0296833954463523 0.82995803575154
"GO:0042110" "BP" "T cell activation" 530 102 0.0297408277708798 0.830534700274915
"GO:0098742" "BP" "cell-cell adhesion via plasma-membrane adhesion molecules" 265 57 0.0298548623700124 0.83268864588005
"GO:0140253" "BP" "cell-cell fusion" 61 18 0.0301691647848213 0.837038217764027
"GO:0000768" "BP" "syncytium formation by plasma membrane fusion" 61 18 0.0301691647848213 0.837038217764027
"GO:0009712" "BP" "catechol-containing compound metabolic process" 52 15 0.0302126570139964 0.837038217764027
"GO:0006584" "BP" "catecholamine metabolic process" 52 15 0.0302126570139964 0.837038217764027
"GO:0021563" "BP" "glossopharyngeal nerve development" 5 4 0.030256603702442 0.837038217764027
"GO:0045823" "BP" "positive regulation of heart contraction" 36 11 0.0302716392010297 0.837038217764027
"GO:0060021" "BP" "roof of mouth development" 90 27 0.0303075795033332 0.837038217764027
"GO:0045686" "BP" "negative regulation of glial cell differentiation" 27 10 0.0304692696944098 0.838198626146097
"GO:0048709" "BP" "oligodendrocyte differentiation" 102 29 0.0305307135340514 0.838198626146097
"GO:0046887" "BP" "positive regulation of hormone secretion" 138 33 0.0305440485206031 0.838198626146097
"GO:1990959" "BP" "eosinophil homeostasis" 2 2 0.0306333118498978 0.838198626146097
"GO:0043523" "BP" "regulation of neuron apoptotic process" 224 52 0.0307054985314708 0.838198626146097
"GO:0008277" "BP" "regulation of G protein-coupled receptor signaling pathway" 129 32 0.0307122167524084 0.838198626146097
"GO:0045687" "BP" "positive regulation of glial cell differentiation" 45 15 0.0307146901977365 0.838198626146097
"GO:0045321" "BP" "leukocyte activation" 905 165 0.0308258644320036 0.838198626146097
"GO:0001503" "BP" "ossification" 423 94 0.0308755465154082 0.838198626146097
"GO:0048333" "BP" "mesodermal cell differentiation" 34 12 0.0309972162905939 0.838198626146097
"GO:0038094" "BP" "Fc-gamma receptor signaling pathway" 33 11 0.0311680643821249 0.838198626146097
"GO:0070944" "BP" "neutrophil-mediated killing of bacterium" 11 4 0.0313060896121563 0.838198626146097
"GO:0060669" "BP" "embryonic placenta morphogenesis" 27 10 0.0313068685864712 0.838198626146097
"GO:0007411" "BP" "axon guidance" 221 63 0.0313092575763068 0.838198626146097
"GO:0097485" "BP" "neuron projection guidance" 221 63 0.0313092575763068 0.838198626146097
"GO:0070661" "BP" "leukocyte proliferation" 322 60 0.0313766178995818 0.838198626146097
"GO:0036294" "BP" "cellular response to decreased oxygen levels" 146 35 0.0314019082799633 0.838198626146097
"GO:0120192" "BP" "tight junction assembly" 70 18 0.031483062178506 0.838198626146097
"GO:0007566" "BP" "embryo implantation" 54 15 0.0315087644645958 0.838198626146097
"GO:0036018" "BP" "cellular response to erythropoietin" 7 3 0.0315219035031546 0.838198626146097
"GO:0036017" "BP" "response to erythropoietin" 7 3 0.0315219035031546 0.838198626146097
"GO:0110010" "BP" "basolateral protein secretion" 5 3 0.031571786029903 0.838198626146097
"GO:0015760" "BP" "glucose-6-phosphate transport" 6 3 0.031612614379114 0.838198626146097
"GO:0015712" "BP" "hexose phosphate transport" 6 3 0.031612614379114 0.838198626146097
"GO:0006897" "BP" "endocytosis" 677 136 0.0316845784297544 0.839120689775795
"GO:0046631" "BP" "alpha-beta T cell activation" 168 38 0.0318075893096578 0.840405673516533
"GO:0050974" "BP" "detection of mechanical stimulus involved in sensory perception" 33 11 0.0320175654694937 0.844893728591344
"GO:0007589" "BP" "body fluid secretion" 85 22 0.0320523414143853 0.844893728591344
"GO:0051898" "BP" "negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction" 64 16 0.0322011974077857 0.846175243526603
"GO:0006577" "BP" "amino-acid betaine metabolic process" 15 5 0.0322064147985562 0.846175243526603
"GO:0002384" "BP" "hepatic immune response" 2 2 0.0322134610082145 0.846175243526603
"GO:0045598" "BP" "regulation of fat cell differentiation" 140 34 0.0322580430132047 0.846361026220873
"GO:0086011" "BP" "membrane repolarization during action potential" 29 10 0.0326375486398023 0.854015693887987
"GO:0014834" "BP" "skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration" 5 3 0.0326686139103471 0.854015693887987
"GO:2000679" "BP" "positive regulation of transcription regulatory region DNA binding" 22 8 0.0327108351564364 0.854015693887987
"GO:0035150" "BP" "regulation of tube size" 142 32 0.0327390345334652 0.854015693887987
"GO:0070301" "BP" "cellular response to hydrogen peroxide" 65 17 0.0327881208095345 0.854105656031769
"GO:1904526" "BP" "regulation of microtubule binding" 7 4 0.0328463985407434 0.854105656031769
"GO:0002263" "BP" "cell activation involved in immune response" 280 54 0.0328560410138085 0.854105656031769
"GO:0009308" "BP" "amine metabolic process" 109 24 0.0330157171002703 0.855472669810906
"GO:0032811" "BP" "negative regulation of epinephrine secretion" 5 3 0.0330284883817935 0.855472669810906
"GO:0010817" "BP" "regulation of hormone levels" 514 101 0.0330545578574126 0.855472669810906
"GO:0045860" "BP" "positive regulation of protein kinase activity" 273 61 0.0331174781082455 0.855472669810906
"GO:0030522" "BP" "intracellular receptor signaling pathway" 331 71 0.0331665895227389 0.855472669810906
"GO:0032924" "BP" "activin receptor signaling pathway" 44 14 0.0331973601552255 0.855472669810906
"GO:0042476" "BP" "odontogenesis" 127 34 0.0332948922474524 0.855472669810906
"GO:1903037" "BP" "regulation of leukocyte cell-cell adhesion" 362 70 0.0333200939575262 0.855472669810906
"GO:0071396" "BP" "cellular response to lipid" 582 113 0.0333256726096342 0.855472669810906
"GO:0034776" "BP" "response to histamine" 10 5 0.0334373388428094 0.856111460031938
"GO:0010715" "BP" "regulation of extracellular matrix disassembly" 15 7 0.0334518764915403 0.856111460031938
"GO:0021536" "BP" "diencephalon development" 73 22 0.0335179221671571 0.856111460031938
"GO:0030323" "BP" "respiratory tube development" 186 47 0.033606041818124 0.856111460031938
"GO:0048865" "BP" "stem cell fate commitment" 10 5 0.0336529392326851 0.856111460031938
"GO:0007584" "BP" "response to nutrient" 147 35 0.0336681440211626 0.856111460031938
"GO:0031392" "BP" "regulation of prostaglandin biosynthetic process" 12 4 0.0336744455235345 0.856111460031938
"GO:0007601" "BP" "visual perception" 204 43 0.033705089243927 0.856111460031938
"GO:0048762" "BP" "mesenchymal cell differentiation" 253 63 0.0337279311278122 0.856111460031938
"GO:0002286" "BP" "T cell activation involved in immune response" 109 24 0.0338341603335383 0.856111460031938
"GO:1903524" "BP" "positive regulation of blood circulation" 37 11 0.0338437964167917 0.856111460031938
"GO:0035270" "BP" "endocrine system development" 137 38 0.0341673258217498 0.86236190138922
"GO:0071469" "BP" "cellular response to alkaline pH" 2 2 0.0343776740745866 0.866701494769802
"GO:0072376" "BP" "protein activation cascade" 17 5 0.0347145196610828 0.870006084545426
"GO:0099622" "BP" "cardiac muscle cell membrane repolarization" 37 12 0.0347454867188803 0.870006084545426
"GO:0001707" "BP" "mesoderm formation" 73 22 0.0347731092901859 0.870006084545426
"GO:0002253" "BP" "activation of immune response" 486 88 0.0348557658406783 0.870006084545426
"GO:1903598" "BP" "positive regulation of gap junction assembly" 6 4 0.0349249366062386 0.870769358655435
"GO:0050670" "BP" "regulation of lymphocyte proliferation" 227 44 0.0349853874124777 0.87131377657301
"GO:0097164" "BP" "ammonium ion metabolic process" 22 7 0.0350476669190243 0.871552491752022
"GO:0030324" "BP" "lung development" 182 46 0.0350722240077485 0.871552491752022
"GO:0035803" "BP" "egg coat formation" 2 2 0.0351878674043285 0.872925642655705
"GO:0071374" "BP" "cellular response to parathyroid hormone stimulus" 8 4 0.0352375384247723 0.872925642655705
"GO:0044093" "BP" "positive regulation of molecular function" 1208 231 0.0352435410591804 0.872925642655705
"GO:0017145" "BP" "stem cell division" 30 11 0.0353629130753411 0.874771625556398
"GO:1901846" "BP" "positive regulation of cell communication by electrical coupling involved in cardiac conduction" 2 2 0.0354140383419788 0.874771625556398
"GO:0010648" "BP" "negative regulation of cell communication" 1382 264 0.0355484620673602 0.875024471763154
"GO:0032760" "BP" "positive regulation of tumor necrosis factor production" 102 22 0.0355565373889657 0.875024471763154
"GO:0090103" "BP" "cochlea morphogenesis" 23 9 0.0355609573039715 0.875024471763154
"GO:0048713" "BP" "regulation of oligodendrocyte differentiation" 45 15 0.0358305855252996 0.879770986926194
"GO:0032736" "BP" "positive regulation of interleukin-13 production" 14 6 0.0358822506348203 0.879770986926194
"GO:0048625" "BP" "myoblast fate commitment" 6 4 0.0362061943987507 0.885110043784843
"GO:1901019" "BP" "regulation of calcium ion transmembrane transporter activity" 76 20 0.0363563892746913 0.887184013408724
"GO:0001892" "BP" "embryonic placenta development" 85 24 0.0364254675657242 0.887184013408724
"GO:0070943" "BP" "neutrophil-mediated killing of symbiont cell" 12 4 0.0364491756426872 0.887184013408724
"GO:0046173" "BP" "polyol biosynthetic process" 62 15 0.0364769732882877 0.887184013408724
"GO:0060142" "BP" "regulation of syncytium formation by plasma membrane fusion" 30 9 0.0365217258827519 0.887184013408724
"GO:0006982" "BP" "response to lipid hydroperoxide" 3 2 0.0365972659756132 0.887184013408724
"GO:0060078" "BP" "regulation of postsynaptic membrane potential" 141 37 0.0366368117616477 0.887184013408724
"GO:0010883" "BP" "regulation of lipid storage" 54 15 0.0367065202402146 0.887184013408724
"GO:1905031" "BP" "regulation of membrane repolarization during cardiac muscle cell action potential" 6 3 0.0367235360983756 0.887184013408724
"GO:0060560" "BP" "developmental growth involved in morphogenesis" 229 61 0.0367914094684591 0.887873115771456
"GO:0032835" "BP" "glomerulus development" 67 21 0.036981847572144 0.889614508121384
"GO:0003266" "BP" "regulation of secondary heart field cardioblast proliferation" 9 5 0.0370285081019113 0.889788345912168
"GO:0042692" "BP" "muscle cell differentiation" 405 91 0.0375048178373183 0.899318501255314
"GO:0010717" "BP" "regulation of epithelial to mesenchymal transition" 109 29 0.0377600887949233 0.902562122424417
"GO:0031639" "BP" "plasminogen activation" 26 8 0.037968531228406 0.905809292786918
"GO:1903588" "BP" "negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis" 19 5 0.0379885657380931 0.905809292786918
"GO:0007368" "BP" "determination of left/right symmetry" 125 30 0.0381764446260084 0.905809292786918
"GO:0032101" "BP" "regulation of response to external stimulus" 1061 185 0.0382000393555444 0.905809292786918
"GO:0021545" "BP" "cranial nerve development" 61 20 0.0382035024435861 0.905809292786918
"GO:0046879" "BP" "hormone secretion" 296 65 0.0382549988810667 0.905809292786918
"GO:0034112" "BP" "positive regulation of homotypic cell-cell adhesion" 16 6 0.0382948886816598 0.905809292786918
"GO:0003253" "BP" "cardiac neural crest cell migration involved in outflow tract morphogenesis" 10 5 0.0385008605545855 0.909334265366609
"GO:0032714" "BP" "negative regulation of interleukin-5 production" 6 3 0.0385478878180764 0.909334265366609
"GO:0061144" "BP" "alveolar secondary septum development" 2 2 0.0385673148358378 0.909334265366609
"GO:0055080" "BP" "monoatomic cation homeostasis" 568 110 0.0386224340399483 0.909683300289554
"GO:0072593" "BP" "reactive oxygen species metabolic process" 215 44 0.0386722577142424 0.909907010494436
"GO:0009725" "BP" "response to hormone" 832 163 0.0387752277673208 0.91137941598107
"GO:0043587" "BP" "tongue morphogenesis" 10 5 0.0390616240077967 0.914364455009356
"GO:0031349" "BP" "positive regulation of defense response" 450 79 0.0390851673153743 0.914364455009356
"GO:0060005" "BP" "vestibular reflex" 4 2 0.0391749863216791 0.914364455009356
"GO:0032754" "BP" "positive regulation of interleukin-5 production" 10 5 0.0392182100481442 0.914364455009356
"GO:0071294" "BP" "cellular response to zinc ion" 22 6 0.039229161892677 0.914364455009356
"GO:0140459" "BP" "response to Gram-positive bacterium" 5 3 0.0393982156208962 0.915668131907463
"GO:0007264" "BP" "small GTPase mediated signal transduction" 458 102 0.0394040842085688 0.915668131907463
"GO:0071345" "BP" "cellular response to cytokine stimulus" 795 137 0.0395135595044526 0.916383833513905
"GO:0043270" "BP" "positive regulation of monoatomic ion transport" 200 44 0.0395220066849259 0.916383833513905
"GO:2001279" "BP" "regulation of unsaturated fatty acid biosynthetic process" 13 4 0.0395567210531175 0.916383833513905
"GO:0006937" "BP" "regulation of muscle contraction" 163 38 0.039723162626996 0.919295837451833
"GO:0009636" "BP" "response to toxic substance" 243 46 0.0398523726660917 0.919456990631587
"GO:0008065" "BP" "establishment of blood-nerve barrier" 3 2 0.0401431871712209 0.920979386310062
"GO:0043069" "BP" "negative regulation of programmed cell death" 877 167 0.0402908215856799 0.920979386310062
"GO:1905314" "BP" "semi-lunar valve development" 47 16 0.0403102975537931 0.920979386310062
"GO:0060306" "BP" "regulation of membrane repolarization" 36 11 0.0403710934667565 0.920979386310062
"GO:0035338" "BP" "long-chain fatty-acyl-CoA biosynthetic process" 18 7 0.0404174443861275 0.920979386310062
"GO:0055001" "BP" "muscle cell development" 191 46 0.0405187408825287 0.920979386310062
"GO:0072566" "BP" "chemokine (C-X-C motif) ligand 1 production" 6 3 0.0406042247738753 0.920979386310062
"GO:2000338" "BP" "regulation of chemokine (C-X-C motif) ligand 1 production" 6 3 0.0406042247738753 0.920979386310062
"GO:0043482" "BP" "cellular pigment accumulation" 11 5 0.040614968306303 0.920979386310062
"GO:0043476" "BP" "pigment accumulation" 11 5 0.040614968306303 0.920979386310062
"GO:0080121" "BP" "AMP transport" 2 2 0.0406472687968899 0.920979386310062
"GO:0099623" "BP" "regulation of cardiac muscle cell membrane repolarization" 26 9 0.040730005047515 0.921797225568835
"GO:0060134" "BP" "prepulse inhibition" 13 6 0.0408377726275385 0.921985066827275
"GO:0014033" "BP" "neural crest cell differentiation" 93 27 0.0408608875566068 0.921985066827275
"GO:0002064" "BP" "epithelial cell development" 203 50 0.0409189035426136 0.922371767767765
"GO:0072498" "BP" "embryonic skeletal joint development" 15 7 0.0411318311982226 0.923014697439046
"GO:0016331" "BP" "morphogenesis of embryonic epithelium" 150 40 0.0412319635281709 0.923014697439046
"GO:0046185" "BP" "aldehyde catabolic process" 14 5 0.0412872423662548 0.923014697439046
"GO:0050863" "BP" "regulation of T cell activation" 365 70 0.0414609560983926 0.923014697439046
"GO:0032613" "BP" "interleukin-10 production" 58 13 0.0414665719058324 0.923014697439046
"GO:0032653" "BP" "regulation of interleukin-10 production" 58 13 0.0414665719058324 0.923014697439046
"GO:0086015" "BP" "SA node cell action potential" 9 5 0.0416458141544455 0.923014697439046
"GO:0086018" "BP" "SA node cell to atrial cardiac muscle cell signaling" 9 5 0.0416458141544455 0.923014697439046
"GO:0086009" "BP" "membrane repolarization" 52 15 0.0416749505646441 0.923014697439046
"GO:0030003" "BP" "intracellular monoatomic cation homeostasis" 494 95 0.0416751847726191 0.923014697439046
"GO:0033684" "BP" "regulation of luteinizing hormone secretion" 6 3 0.0418076961315591 0.923014697439046
"GO:0086013" "BP" "membrane repolarization during cardiac muscle cell action potential" 23 8 0.0418480696380494 0.923014697439046
"GO:0019233" "BP" "sensory perception of pain" 75 19 0.0419293228512977 0.923014697439046
"GO:0046124" "BP" "purine deoxyribonucleoside catabolic process" 4 2 0.0419309142171015 0.923014697439046
"GO:0002443" "BP" "leukocyte mediated immunity" 366 63 0.0419593538242855 0.923014697439046
"GO:0032631" "BP" "interleukin-27 production" 1 1 0.0419700886178187 0.923014697439046
"GO:0032711" "BP" "negative regulation of interleukin-27 production" 1 1 0.0419700886178187 0.923014697439046
"GO:0032671" "BP" "regulation of interleukin-27 production" 1 1 0.0419700886178187 0.923014697439046
"GO:0071392" "BP" "cellular response to estradiol stimulus" 37 11 0.0420953539395827 0.924868126867327
"GO:0002830" "BP" "positive regulation of type 2 immune response" 17 6 0.0422474671596903 0.927307246100439
"GO:1901698" "BP" "response to nitrogen compound" 1063 203 0.0423425821315523 0.92832805494517
"GO:1904527" "BP" "negative regulation of microtubule binding" 2 2 0.0423762584911153 0.92832805494517
"GO:0060561" "BP" "apoptotic process involved in morphogenesis" 26 10 0.0424801772759 0.929701959314653
"GO:0070613" "BP" "regulation of protein processing" 62 16 0.0425917191338072 0.930650922139663
"GO:0001937" "BP" "negative regulation of endothelial cell proliferation" 67 14 0.0426060274140344 0.930650922139663
"GO:0030029" "BP" "actin filament-based process" 772 167 0.0427666270396974 0.933255485999742
"GO:0090494" "BP" "dopamine uptake" 17 7 0.0428404051212141 0.933714422464777
"GO:0030041" "BP" "actin filament polymerization" 158 38 0.0428704193260729 0.933714422464777
"GO:2000386" "BP" "positive regulation of ovarian follicle development" 2 2 0.0429408358450021 0.93378275794791
"GO:0070588" "BP" "calcium ion transmembrane transport" 336 72 0.0429563243551645 0.93378275794791
"GO:0010595" "BP" "positive regulation of endothelial cell migration" 123 29 0.0430530364307718 0.934984325335836
"GO:0060124" "BP" "positive regulation of growth hormone secretion" 9 4 0.0431181999567692 0.935499099831289
"GO:0003176" "BP" "aortic valve development" 43 15 0.0431796194827906 0.935511557366704
"GO:0060279" "BP" "positive regulation of ovulation" 2 2 0.0432016948580086 0.935511557366704
"GO:0045471" "BP" "response to ethanol" 116 28 0.0432676716328365 0.936041939332045
"GO:1903317" "BP" "regulation of protein maturation" 66 17 0.0433419317966141 0.936750334347511
"GO:0050768" "BP" "negative regulation of neurogenesis" 141 38 0.0434035817470279 0.937185089511901
"GO:0010762" "BP" "regulation of fibroblast migration" 38 13 0.0434516525703799 0.937195838265512
"GO:0051149" "BP" "positive regulation of muscle cell differentiation" 81 20 0.0434871495596521 0.937195838265512
"GO:0072079" "BP" "nephron tubule formation" 20 8 0.0436695840329498 0.937835019453518
"GO:1903319" "BP" "positive regulation of protein maturation" 26 9 0.0437058846738347 0.937835019453518
"GO:0051350" "BP" "negative regulation of lyase activity" 18 7 0.0437319629881707 0.937835019453518
"GO:0043114" "BP" "regulation of vascular permeability" 50 15 0.0437380130107858 0.937835019453518
"GO:0061302" "BP" "smooth muscle cell-matrix adhesion" 6 3 0.0437498102161876 0.937835019453518
"GO:0030947" "BP" "regulation of vascular endothelial growth factor receptor signaling pathway" 35 11 0.0439160650061654 0.939262645307218
"GO:0048596" "BP" "embryonic camera-type eye morphogenesis" 26 11 0.0440295598301928 0.94079828409893
"GO:0035909" "BP" "aorta morphogenesis" 38 13 0.0441571542244172 0.941349221462182
"GO:0051249" "BP" "regulation of lymphocyte activation" 485 91 0.0442078858966275 0.941349221462182
"GO:0006109" "BP" "regulation of carbohydrate metabolic process" 180 42 0.044254553754706 0.941349221462182
"GO:0048736" "BP" "appendage development" 178 48 0.0442639391939096 0.941349221462182
"GO:0060173" "BP" "limb development" 178 48 0.0442639391939096 0.941349221462182
"GO:0043085" "BP" "positive regulation of catalytic activity" 891 171 0.0443555922887975 0.942410154806428
"GO:0090130" "BP" "tissue migration" 357 73 0.0444042637857779 0.942556733830943
"GO:0046487" "BP" "glyoxylate metabolic process" 8 3 0.0445159188990861 0.943190543512493
"GO:0042866" "BP" "pyruvate biosynthetic process" 4 2 0.0445177241996457 0.943190543512493
"GO:0002699" "BP" "positive regulation of immune effector process" 252 45 0.0447413566517978 0.947039372881018
"GO:2001257" "BP" "regulation of cation channel activity" 114 26 0.0447977631009706 0.947344635998407
"GO:0006949" "BP" "syncytium formation" 64 18 0.0449193612780477 0.949026655316356
"GO:0019935" "BP" "cyclic-nucleotide-mediated signaling" 80 21 0.0450807821647563 0.951135646557444
"GO:0065009" "BP" "regulation of molecular function" 2004 366 0.045138091384514 0.951135646557444
"GO:0046959" "BP" "habituation" 2 2 0.0451638166596397 0.951135646557444
"GO:0042593" "BP" "glucose homeostasis" 239 53 0.0452465469237855 0.951135646557444
"GO:0060536" "BP" "cartilage morphogenesis" 10 5 0.0452585368047116 0.951135646557444
"GO:0010756" "BP" "positive regulation of plasminogen activation" 8 4 0.0454946605064567 0.95492234387692
"GO:0018958" "BP" "phenol-containing compound metabolic process" 107 25 0.0456369997140276 0.955687961438979
"GO:0007507" "BP" "heart development" 596 132 0.045734686384351 0.955687961438979
"GO:0043388" "BP" "positive regulation of DNA binding" 41 12 0.0458262498941992 0.955687961438979
"GO:0002768" "BP" "immune response-regulating cell surface receptor signaling pathway" 305 57 0.0459568571093383 0.955687961438979
"GO:0071651" "BP" "positive regulation of chemokine (C-C motif) ligand 5 production" 5 3 0.0459641617898138 0.955687961438979
"GO:0045914" "BP" "negative regulation of catecholamine metabolic process" 2 2 0.0459970362578768 0.955687961438979
"GO:0045963" "BP" "negative regulation of dopamine metabolic process" 2 2 0.0459970362578768 0.955687961438979
