"protein_id" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "DA"
"2150" "O15540" 0.143620274414917 0.256088216306931 5.05986571264535 7.13572779093639e-07 2.34751274287216e-05 5.45620407467264 "SMALL CHANGE"
